codbarras;descrip
7598981002661;CETIRIZINA SOL ORAL PED 5MG/5ML X 60ML
7591585174581;CETIRIZINA TAB 10MG X 10 GENVEN
7592601100706;CETRAL 10MG SOL GTS X 10ML MEYER
7592601100928;CETRAL 5MG/5ML SOL X 60ML MEYER
7592601101147;CETRAL D SOLUCION ORAL X 60ML  MEYER
7592601100690;CETRAL TABS 10MG X 10 MEYER
75971243;CEXTACIM 1GR AMP  POLVO X 1 IV/IM ALESS
7599028000312;CHAMPÚ LIENDRECID  100 CC  LYA
7597134002114;CHANCAPIEDRA  X 70 CAP LA ABEJITA
733739108159;CHEWABLE PAPAYA ENZYMES X 180 TAB NOW
7591061640180;CHICCO ACEITE PARA NIÑOS 220CC PHARSANA
7591061640111;CHICCO CHAMPU MANZANILLA 200CC PHARSANA
7591061660362;CHICCO CHAMPU MANZANILLA 200CC PHARSANA
7591061660317;CHICCO CHAMPU ORIGINAL 200CC PHARSANA
7591061650332;CHICCO CHAMPU ORIGINAL 200CC PHARSANA
7591061647264;CHICCO COLONIA PARA NIÑOS 110CC PHARSANA
7591061640173;CHICCO COLONIA PARA NIÑOS 220CC PHARSANA
7591061640258;CHICCO COTONCITO 100P PHARSANA
728417618068;CHICCO COTONCITO 100P PHARSANA
7591061640128;CHICCO TOALLAS HUMEDAS ORIGINAL X24P PHARSANA
7591061640081;CHICCO TOALLAS HUMEDAS ORIGINAL X48P PHARSANA
7501082242010;CIALIS 20 MG X 1 TAB CCM
7592601303640;CIATAL  500MG/2ML IM/IV X 9 AMP MEYER
7599028000404;CICATRIMED (CREMA CICATRIZANTE)  30 G LYA
890410708034;CICLESONA-T INHAL.AD 200 MCG-6MCG/9MCG BIOME
8904250520900;CICLOGYNON LEVONORG.0.15MG+ETINILEST.0.03MG
7591619519227;CICLOKAN 500MG X 21 COMP REC KLINOS
7591619000572;CIFLOX 750MG X 7 COMPRIMIDS
7592803004116;CINAREN 25MG X 30 COMP DOLLDER
7592803000118;CINAREN 75MG X 20 CAP DOLLDER
8904180212920;CINARIZINA 75MG (CINAZIN) X10 TABLETAS JMW
8904306503185;CINNARIZINA 75MG (PRICINNA) 75MG 10 TAB PRISM
7591519007060;CINNARIZINA 75MG X 10 CAP CALOX
7597297001412;CINTA ELÁSTICA AUTOADHESIVA ZUVISS 7.5CMX4.5M
7597297001405;CINTA KINESIOLÓGICA ZUVISS 5CMX5M
7703763268863;CIPROFIBRATO 100MG TAB X 30 ELTER
736372230249;CIPROFLOXACINA 0,2G/100ML INF GLOBAL MEDIC
7598252101055;CIPROFLOXACINA 200 MG X 100 ML INF DISTRILAB
7597285000373;CIPROFLOXACINA 200 MG X 100 ML INF IPS
7597758000077;CIPROFLOXACINA 500 MG X 6 TABLETAS ALESS
7591585573667;CIPROFLOXACINA 500MG X 10CR LETI
7598176000021;CIPROFLOXACINA 500MG X 10TAB ANGELUS
7598578000094;CIPROFLOXACINA 500MG X 10TAB DAC 55
7703763301133;CIPROFLOXACINA 500MG X 6 TAB  LA SANTE
6942189304378;CIPROFLOXACINA INF 200 MG X 100 ML KMPLUS
7591519001716;CIPROFLOXACINA TAB 500MG X 14 CALOX
7592349832235;CIPROFLOXACINA TAB 500MG X 6 G.C
730170649234;CIPROTERONA/ETINILEST.2MG/0.035MG X 21 TAB KM
8904180213064;CITICOLI SOD (NEUROCIT) 500MG/4 MLX 5 AMP JMW
7591519000559;CITICOLINA 500 MG X 10 TAB CALOX
7591519316162;CITICOLINA x 30 TAB CALOX
7841134017778;CITOL CIPROF (CIPROFLOXACINA 0.3%) VITALPHARM
7841134017785;CITOL DEXA (DEXAMETA0.1%) SOL.OFT X 10ML JMW
7841134017839;CITOL DEXA TOBRANF 0.1% 0.3% SOL OF 10ML JMW
8904306503192;CITRATO DE CLOMIFENO 50 MG (PRIFERT) X 10 TAB
7597134000981;CITRATO DE MAGNESIO X 70 CAP. LA ABEJITA
787790457756;CITRATO DE MAGNESIUM X 60 CAPSULAS ETERNAL
7591616000704;CITRATO DE POTASIO 1000ML BIOFARCO
7591616002937;CITRATO DE POTASIO 500ML BIOFARCO
7599028000107;CITRATO DE POTASIO X 240 ML LYA
7597134000868;CITRATO DE POTASIO X 500 ML LA ABEJITA
7599028000114;CITRATO DE POTASIO X 500 ML LYA
7592946001171;CLA+L-CARNITINA+TE VERDE ARCO IRIS
7594001564485;CLARIFRESH 10ML GOTAS OCULARES 0.5% GENIA CAR
7750215007167;CLARITROMICINA 250MG/5ML 50ML PORTUGAL
7703712032439;CLARITROMICINA 250mg/5mL SUSP QUALITYMED
7703763660131;CLARITROMICINA 500 MG X 10 TABLETAS LA SANTE
7591519003048;CLARITROMICINA 500MG X 10 TAB CALOX
7591196003171;CLARIX GOTAS NASALES 15 ML. ADULTO OFTALMI
7591196000101;CLARIX GOTAS NASALES 15 ML. PEDIATRIC OFTALMI
7591196000095;CLARIX SPRAY NASAL ADULTO OFTALMI
7597285000397;CLAVUMED X 10 TAB (AMOXI-AC.CLAV 500MG-125MG)
7597285000403;CLAVUMED X 10 TAB (AMOXI-AC.CLAV 875MG-125MG)
7750215026632;CLAVUTRIM CL X 10T(AMOXI-AC.CLAV 500MG-125MG)
7750215020647;CLAVUTRIM CL X 14T(AMOXI-AC.CLAV 875MG-125MG)
7591955000090;CLENBUNAL 0,020MG X 10 COMP KLINOS
7591955000106;CLENBUNAL 0,020MG X 20 COMP KLINOS
7591955000144;CLENBUNAL GOTAS X 15 ML KLINOS
7591955000120;CLENBUNAL JBE ADULTO X 120ML KLINOS
7594000851357;CLENBUTEROL 0.005MG/5ML X 120ML BIOQUIMICA
7594000851371;CLENBUTEROL 0.01MG/5ML X 120ML BIOQUIMICA
7591955000175;CLENBUXOL GOTAS PED X 20 ML KLINOS
7591955000151;CLENBUXOL JBE ADULTO X 120ML KLINOS
7591955000168;CLENBUXOL JBE PEDIATRICO X 120ML KLINOS
7401078900019;CLIMABEL  2.5 MG X30 COMP DALTPHARMA
8904180213279;CLINDAM-CLOTRI (CLOVUCIN)100 / 200MG X 3 JMW
7597758000411;CLINDAMICINA 150MG/4ML IV/IM AMP X 10 ALESS
7597758000718;CLINDAMICINA 150MG/4ML IV/IM AMP X 5 ALESS
8904306503208;CLINDAMICINA 300 MG (PRICLINDA) X 10TAB PRISM
7750215962480;CLINDAMICINA 300 MG CAP X 100 PORTUGAL
7703763629251;CLINDAMICINA 300 MG CAP X 16  LA SANTE
7591585273017;CLINDAMICINA 300 MG X 16 CAPS GENVEN
7598800000182;CLINDAMICINA 300MG X 10 CAP JD-PHARMA
730170649241;CLINDAMICINA 300MG X 10 CAP KMPLUS
7707236127473;CLINDAMICINA 600MG/4ML IM.IV AMP CJA X 10 VIT
736372230096;CLINDAMICINA 600MG/4ML VIAL IM/IV X 1 GLOBAL
6937861391395;CLINDAMICINA AMP IM/IV 600MG/4ML X 5 KMPLUS
8904187881303;CLINDAMICINA-KETOCONAZOL 100/400MGOVUL X5 TIA
8906081308894;CLINDASKIN-CLINDAMIC 1% GEL TOPICO X 25G TIAR
8906081306876;CLINFAST 100MG/200MG X 3 OVULO TIARES
791466994490;CLOBETASOL  0.05% UNGUENTO 20G SOTO GLOBAL
730170649258;CLOBETASOL PROPIONATO 0.05% CREMA 30G KMPLU
7591519007220;CLOBETASOL PROPIONATO 0.05% X 20 G CALOX
7592616584102;CLOCIM (CLOTRIMAZOL) CREM 1% X 20GR KIMICEG
7594001100577;CLODOXIN JBE  5 ML X 120 ML PLUSANDEX
7592803001801;CLOFEN 1,8 MG/ML SUSP PED X 60ML  DOLLDER
7592803003997;CLOFEN 1,8 MG/ML SUSP X 120ML DOLLDER
7592803004055;CLOFEN 50 MG X 30 COMP DOLLDER
7592803000200;CLOFEN GOTAS 15 MG/ML X 15ML  DOLLDER
18904187829326;CLOMIFEM - CLOMIFENO 50MG X 30 TAB REC TIARES
7594000491102;CLONATRIL 0.5 MG X 30 ROWE
7598578000612;CLONEDAC BABY 90G DAC55
7591020003148;CLONIDINA CLORHIDRATO 0,150MG/ML X 2 AMP
7591619000299;CLONIPRES 0,150MG/ML X 3 AMP
7591955000182;CLONIPRES 0.150 MG X 20 COMP KLINOS
7591020080750;CLONZEP 0.5MG  X 30 TAB VALMOR
7591020080767;CLONZEP 2 MG X 30 TAB  VALMOR
781159319730;CLOPIDOGREL 75 MG X 14 TAB  MEDICAL CARE
7750215008751;CLOPIDOGREL 75 MG X 30 COMP. PORTUGAL
7598578000605;CLOPIDOGREL 75MG X 30 TAB DAC 55
7597758000619;CLOPIDOGREL 75MG X 30 TABLETAS ALESS
7591020008037;CLOPIVAL  75 MG X 30 TAB VALMOR
7591818716700;CLORACE 125-0.5mg/5ml 120ML JBE PED S/AZUCAR
7591818116043;CLORACE 500mg - 4mg X 10 TAB COFASA
7591818215265;CLORACE 500mg - 4mg X 20 TAB COFASA
7591818716724;CLORACE 80 mg/0,5 mg-1 mL/1mL GOTAS X COFASA
7598252000785;CLORFENIRAMINA MALEATO 10MG/ML X 3AMP DISTRIL
8904180251578;CLORH. DE CEFEPIMA Y L-ARGINI 1GR JMW CEFEPON
8904306503864;CLORTALIDONA 12,5MG (PRITHALID) X30 TAB PRISM
7591616002944;CLORURO DE MAGNESIO 1 LT BIOFARCO
7599028000640;CLORURO DE MAGNESIO 16,7G SOBRE P/P 1/2L LYA
7592946168553;CLORURO DE MAGNESIO 240ML ARCO IRIS
7599028000121;CLORURO DE MAGNESIO 240ML LYA
7599028000138;CLORURO DE MAGNESIO 500 ML LYA
7591616002951;CLORURO DE MAGNESIO 500ML BIOFARCO
7599028000930;CLORURO DE MAGNESIO SABOR FRESA 240ML LYA
7597134002237;CLORURO DE MAGNESIO X 30 GR LA ABEJITA
7703763300051;CLOTRIM+NEOMIC+DEXAMETA CREM X20GR  LA SANTE
7598677000018;CLOTRIMAZOL 1% - DEXAMETASONA 0,04% CLEO 10G
8904250520757;CLOTRIMAZOL 1% CRE.VAG  50G X 5 APLICA TIARES
7591519000887;CLOTRIMAZOL 1% X 20GR CREMA TOPICO CALOX
7591519000702;CLOTRIMAZOL 1% X 40GR CREMA VAGUNAL CALOX
8904187829503;CLOTRIMAZOL 100 MG OVULOS-TAB. VAG X 6 TIARES
8904250520764;CLOTRIMAZOL 2% CREM VAGINAL Y TOPIC 30G TIAR
8904187830677;CLOTRIMAZOL 500 MG OVULOS-TAB. VAG X 1 TIARES
8904306503581;CLOTRIMAZOL CREM (PROCLOTRI) X 20 GR PRISM
7592616110011;CLOTRIMAZOL CREM 1% X 20GR KIMICEG
7750215136249;CLOTRIMAZOL CREM 1% X 20GR PORTUGAL
8904306503598;CLOTRIMAZOL CREM VAG(PROCLOTRI V) X 20 G PRIS
7591585277459;CLOTRIMAZOL CREMA 1% X 20 GRS GENVEN
7597758000664;CLOTRIMAZOL OVULOS VAGINAL X1 500MG ALESS
7597758000657;CLOTRIMAZOL OVULOS VAGINAL X3 200MG ALESS
7750215002391;CLOTRIMAZOL TAB VAGINAL 500 MG X 50 PORTUGAL
7598677000483;CLOUSAN (LEVETIRACETAM) 100 MG/ML X300ML SOLU
7598677000537;CLOUSAN (LEVETIRACETAM)1000MG 30 TABLETAS
7598677000384;CLOZAPINA 100MG X 30 TAB RECUBIERTAS CLEO
8904097387148;CO-AMOXICLAV TAB 1000MG X 14 ADN MEDICAL
3582910027775;CO-APROVEL 150-12.5MG TABCO BL14 S3 M36 XB SA
7591020001069;CO-SULTRIN 40-200MG/5ML 100ML SUSP PED VALMOR
7591020001076;CO-SULTRIN 80-400 MG X 20 TAB VALMOR
7591818716779;COFADOR SOL OFTALMICA 5ML COFASA
7591818716786;COFADOR-T SOL OFTALMICA 5ML COFASA
7591818000120;COFADORYN 50 MG X 10 TAB COFASA
7591818716878;COFASTANE SOL OFTALMICA 15ML COFASA
7591818000090;COFASURE 80MG X 30 TAB  COFASA
7591818716885;COFATODEX SOL OFTALMICA 5ML COFASA
7592946005889;COLA DE CABALLO 300MG CAP X 90 ARCO IRIS
7592430000772;COLAGEN HIDROL+VITAMINA C X60 CAP NAT PREMIUM
7597134000264;COLAGENO  X 70 CAP LA ABEJITA
685239846836;COLAGENO + MAGNESIO X 60 CAP NATURISTIK
685239846829;COLAGENO + MAGNESIO X30 CAP NATURISTIK
7592946169697;COLAGENO CON VITAMINA C X 60 CAP ARCO IRIS
678358669479;COLAGENO EN POLVO 200 G VAINILLA NATURISTIK
685239846850;COLAGENO HIDROL+VITAMINA C X30 CAP NATURISTIK
685239846843;COLAGENO HIDROL+VITAMINA C X60 CAP NATURISTIK
7599028000794;COLAGENO HIDROLIZADO 400 MG X 30 LYA
8699525093523;COLASTIN-L 20MG X 30 TAB POLINAC
7592806132076;COLAYTE POLVO P/RECONSTITUIR X 4 SOBRES RONAV
18906047594962;COLCHICINA 0.5 MG X 100 TABLETAS JMW
7591062900900;COLFENE 600 mg - 4 mg  TAB X 15 TAB ELMOR
7591243810028;COLGESIC 400MG-4MG X 15 COMP BIOTECH
787790468554;COLLAGEN + VITAMINA C X 60 CAP ETERNAL
7592806133080;COLPRIN 500 MG EST X 20 COMP RONAVA
7592806137057;COLPRIN FORTE 650MG X 10 COMP. RONAVA
7591020007818;COLVAL 4MG/2ML AMP X 2 VALMOR
7591020001052;COLVAL COMP 4MG X 12 TAB VALMOR
7591821210264;COLYPAN TAB. 200 mg X 10 FARMA
781100195727;COLZAM 2MG X 30 COMP SNC PHARMA
7591818000335;COMPLEJO B X 1 AMP 3 ML CON LIDOCAINA COFASA
5588752159580;COMPRESA LAPARATOMIA ESTERIL 18X18 X 5 UNID
7597467000573;COMPRESAS DE LAPARATOMIA PLUSMEDIC PQT X 5 BU
7596211001132;CONTORNO DE OJOS ZOAH
7591821210073;CORAZEM CD 120MG CAP X 10 FARMA
7591619520308;CORENTEL 10 MG X 30 COMP  ROEMMERS
7591619000923;CORENTEL COMP 1,25MG X 10 ROEMMERS
7591619520261;CORENTEL COMP 1,25MG X 30 ROEMMERS
7591619000930;CORENTEL COMP 2,5MG X 10 MEGALABS
7591619520278;CORENTEL COMP 2,5MG X 30 ROEMMERS
7591619520285;CORENTEL COMP 5MG X 10 ROEMMERS
7591619520292;CORENTEL COMP 5MG X 30 ROEMMERS
7591619000954;CORENTEL H COMP 10/6.25 MG X 10 ROEMMERS
7591619520322;CORENTEL H COMP 10/6.25 MG X 30 ROEMMERS
7591619000947;CORENTEL H COMP 5 / 6,25 MG X 10 MEGALABS
7591619520315;CORENTEL H COMP 5 / 6,25 MG X 30 ROEMMERS
7591619520346;COROPRES 16 MG X 30 COMP ROEMMERS
7591619517896;COROPRES 8 MG X 10 COMP ROEMMERS
7591619520339;COROPRES 8 MG X 30 COMP ROEMMERS
7591619000886;COROPRES H 16 MG/12,5 MG X 10 COMP ROEMMERS
7591619520360;COROPRES H 16 MG/12,5 MG X 30 COMP ROEMMERS
7591619000534;COROPRES H 32MG/12,5 MG X 30 COMP ROEMMERS
7591619520353;COROPRES H 8 MG/12,5 MG X 30 COMP ROEMMERS
7591196004604;CORTYNASE 0,05%  50MCG/140 DOSIS  OFTALMI
7591196006356;CORTYNASE 0,05%  50MCG/80 DOSIS  OFTALMI
7598176001097;CORZELAN (CLOTRIM+NEOMIC+DEXAM) CREM X20GR
7591585265647;COVENTROL 12.5MG X 10 COMP. LETI
7591585365644;COVENTROL 12.5MG X 30 COMP. LETI
7591585265654;COVENTROL 25 MG X 30 COMP. LETI
7591585265630;COVENTROL 6.25MG X 30 COMP. LETI
685239846867;CREATINA X 30 CAP NATURISTIK
685239846874;CREATINA X 60 CAP NATURISTIK
733739108067;CREATINE 750MG X 120 CAP NOW
7591808526166;CREM/HIDRA P EXTRA SECA Y SENSIBLE 207ML VITA
7596211000203;CREMA CORP HIDRA PREVENI CELULITIS 400ML ZOAH
7596211000197;CREMA CORPORAL ANTI CELULITIS 250ML ZOAH
7596211000173;CREMA CORPORAL ANTI ESTRIAS 250 ML ZOAH
7596211000180;CREMA CORPORAL PREVENIR ESTRÍAS 400 ML ZOAH
7596211000050;CREMA DESMAQUILLANTE ZOAH
7599028000435;CREMA FACIAL ANTISÉPTICA 30G LYA
7591616001831;CREMA FRIA 50GR BIOFARCO
7596139000200;CREMA FRIA PIEL SECA 50G SOMA
7591808526159;CREMA HIDRAT PIEL SECA Y SENSIBLE 207ML VITA
7596211001033;CREMA HIDRATANTE DIA ZOAH
7593862000057;CREMA HUMECTANTE FACIL PIEL NORMAL A SECA BAS
7596211000142;CREMA MANO CODO Y PIES 50 ML ZOAH
7596211001040;CREMA NUTRITIVA NOCHE ZOAH
7591821210332;CRISOMET 50/500 X 10 TAB RECUBIERTAS FARMA
7591821210349;CRISOMET 50/850 X 10 TAB RECUBIERTAS FARMA
7591821210523;CRISOMET 50MG / 850MG TAB REC X 30 - LF FARMA
7796285053468;CRISPLUS 120MG X 30 CÁPSULAS ZUOZ
7591196000149;CROMOFTAL SOL OFTALMICA 10ML OFTALMI
7703763704118;CROMOLOX 4% SOL OFTALMICA 5ML PHARMETIQUE
6223003734060;CURE-AID WASHPROOF SURTIDO X20 GENIA CARE
7591619000671;CURPINOL 12,5 mg X 10 Comp. ROWE
7591955558232;CURPINOL 12,5MG X 30 COMP ROEMMERS
7591619000688;CURPINOL 25 mg X 10 Comp ROWE
7591955558225;CURPINOL 25MG X 30 COMP ROEMMERS
7591619000893;CURPINOL 6,25MG X 10 COMP ROEMMERS
7591955558218;CURPINOL 6,25MG X 30 COMP ROEMMERS
7501124181345;CYCLOFEM 25MG / 5MG/ML SUSP INY CCM
7592803001603;CYNT 20 MG X 20 COMP DOLLDER
7592803001610;CYNT 40 MG X 10 COMP DOLLDER
7592601200482;CYPRAL TAB 750 X 6 MEYER
75971342;CYTRIAX 1 GR AMP X 1 IV/IM ALESS PHARMA.
7598578000278;DAC-LAX (POLIETILENGLICOL) POLVO P/SUSP 120GR
7592803004109;DALCITRIN 2% UNGÜENTO X 15GGR DOLLDER
7591243810868;DALPAS 10MG TAB X30 BIOTECH
7591243810905;DALPAS 5MG TAB X30 BIOTECH
7591619000862;DALTAZEN 60MG X 10 COMP MEGALABS
7594000490303;DALTAZEN 60MG X 20 COMP KLINOS
8904250520917;DANI 35 CIPROTER. 2MG + ETINILEST. 35MCG X21
7593090002311;DARLIDE 1000 UI X30CAP
7593090001680;DARLIDE 1000 UI X60CAP
7592432900292;DAYFLU DIA CAP x 10 VIVAX
7592432901404;DAYFLU NOCHE 500MG/2MG  X 5 CAPS VIVAX
7591585117670;DAYZOL 400MG-4MG X 30 COMP REC GENVEN
75919719;DECALONA 4 MG/ML SOLUCION INY EST 1 AMP 2 ML
7592806136036;DECOBEL 4MG X 10 COMPRIMIDOS RONAVA
7592806114195;DECOBEL 8 MG/2 ML X 1 AMP RONAVA
7592806112047;DECOBEL 8 MG/2 ML X 1 VIAL FRASCO RONAVA
7592806133110;DECOBEL TAB 0,5 MG X 30 RONAVA
7591519000306;DEFLAZACORT 30MG X 10TAB CALOX
7591519008203;DEFLAZACORT 30MG X 30 TAB CALOX
7591519008197;DEFLAZACORT 6MG X 10 TAB CALOX
730170649265;DEFLAZACORT 6MG X 10 TAB KMPLUS
8699525162564;DEGASTROL 30MG X14TAB POLINAC
8699525162571;DEGASTROL 30MG Z 28 CAP DEVA
7591309002756;DENCOFEN 1,16% -GEL 40GRS PONCEYBENZO
7591309002206;DENCORUB ICE ROLL ON X 80G PONCE Y BENZO
7591616002050;DENT-OL  ENJUAGUE BUCAL  250 ML BIOFARCO
7591619517605;DENUAL 150MG X 1 KLINOS
196852644438;DEPOFEM MEDROXIPROG. ACETAT 150MG X 1 VIAL TI
7591585215901;DERAIN CREMA 15% USO TOPICO GENVEN
7591585115935;DERAIN GASAS X 10 LETI
7703281008439;DERMACORTINE EMULSIÓN 0,1% X 60 ML MEDIHEALTH
7703281008422;DERMACORTINE LOCION 0,1% X 30 ML MEDIHEALTH
7591243811643;DERMAPIL 0,1 % CREMA BIOTECH
7591619519036;DERMAZOL 0,05% CREMA TUBO 30 GR MEDIHEALTH
7591619519043;DERMAZOL 0,05% UNGUENTO TUBO 30 GR MEDIHEALTH
7591619520865;DERMOSUPRIL 0.05% CREMA TUBO X 15 MEDIHEALTH
7591619000633;DERMOSUPRIL LOC. TOPICA 0,1%X 30ML MEDIHEALTH
7896269903021;DERMOVATE 0.05% CREMA X 30 G FARMA
7750215026250;DESAZONA 4MG X 100 TAB DEXAMETASONA PORTU
7592454891233;DESLER M 1,25 mg -4 mg X 10 SOBRES PHARMETIQU
7592454002769;DESLER M 5 mg -10 mg X 30 TABLETAS PHARMETIQU
7591196004161;DESLORAT 0,5MG/ML X 60 ML OFTALMI
7591196002969;DESLORAT 5MG X 10 TAB REC OFTALMI
7591196002976;DESLORAT 5MG X 20 TAB REC OFTALMI
8904306502430;DESLORATADINA - DESLITINE 5MG X 100 TAB PRISM
7591585177445;DESLORATADINA 0,5MG/ML SOL X 60 ML GENVEN
7703712035768;DESLORATADINA 0.05%. SOL ORAL QUALITYMED
7703763393053;DESLORATADINA 2,5 MG/5ML JBE X 60 ML  LA SANT
7591519008210;DESLORATADINA 5 MG x 10 TABLETAS CALOX
7592616576558;DESLORATADINA 5MG X 10 TAB KIMICEG
7598813000421;DESLORATADINA 5MG X 10 TAB MM
7592616579016;DESLORATADINA JBE 2,5MG/5ML X 60 ML KIMICEG
7592601000143;DESLORATADINA JBE 2,5MG/5ML X 60 ML MEYER
7592601000099;DESLORATADINA SOL 2,5MG/5ML X 60 ML MEYER
7591519000931;DESLORATADINA/MONTELUKAST 5/10 MG X30 TAB CAL
7593862000019;DESMAQUILLANTE BIFASICO TODO TIPO DE CUTIS BA
6942189304125;DEXAMETASONA 0.5 MG X 10 TAB KMPLUS
6942189304132;DEXAMETASONA 1 MG X 10 TAB KMPLUS
7750215026502;DEXAMETASONA 4 MG X 100 TAB PORTUGAL
17598252000010;DEXAMETASONA 4MG/1ML X10 AMP DISTRILAB
7598981000766;DEXAMETASONA 4MG/2ML IV/IM X 10 AMP JMW
7597758001074;DEXAMETASONA 8MG/2ML SOL INY X 5 ALESS PHARMA
7795345121970;DEXOPRAL 30 MG X 30 CAPS MEYER
7795345121987;DEXOPRAL 60 MG X 30 CAPS MEYER
7594001101680;DEXTAMIN 0.5 MG/ML SOL. ORAL X 60 ML PED PLUS
7594001101956;DEXTAMIN 5 MG X 10 TAB REC PLUSANDEX
7594001100331;DEXTONIL 15MG / 5 ML JARABE
8904180213170;DEXTROMETO/HIDROBRO(TORMAFIN)15MG/5MLX15ML JM
7597767000105;DEXTROSA 0.45% - 5% SOL 500ML I.V. BALKER
7597767000945;DEXTROSA 5 % 250 ML BC GROUP
7597285000441;DEXTROSA 5% CLORURO DE SODIO 0.9% X 500ML IPS
7598252001126;DI BENZOL ALBENDAZOL 200MG/5Ml DISTRILAB
7598176000533;DIACEREINA 50 MG X 30 TABLETAS ANGELUS
8904306503239;DIACERINA 50 MG (PRIDACERIN) X 30 TAB PRISM
7598252000549;DIACORT, PREDNISONA ORAL 3MG/ML X 60ML
7592348510905;DIADEX CREM CORP HIDRA/ANTIOXIDA 240ML POLINA
7592348510912;DIADEX CREM CORP HIDRA/ANTIOXIDA 380ML POLINA
7592348510806;DIADEX CREM CORP ULTRAHID/NUTRI 240ML POLINAC
7592348510813;DIADEX CREM CORP ULTRAHID/NUTRI 380ML POLINAC
7592348208017;DIADEX CREMA CON PANTELON X 50 GRS POLINAC
7592348510318;DIADEX GEL INTIMO MUJER 240ML POLINAC
7592348510110;DIADEX GEL INTIMO/CORP MASCULINO 240ML POLINA
7592348112130;DIADEX PHIS LOCION C/VALVULA X 1000ML POLINAC
7591243811704;DIAGESIC 75MG/3ML SOL INY X 2 AMP BIOTECH
7591243811728;DIAGESIC SUSPENSION ORAL 1,8 MG/ML FC BIOTECH
7598252000556;DIAMIB SUSP 500MG/ 5ML X 15 ML DISTRILAB
7592454003339;DIANALPER 1,16% GEL X 30 G PHARMETIQUE
7598252000297;DIANIDIP 20MG X 10 TAB DISTRILAB
7730564825483;DICEA 3 mg - 0,02 mg X 28  COMP MEGALABS
7598578000575;DICLODAC 30G GEL DAC 55
7594001101406;DICLODEX 50 MG X 10 TAB. PLUSANDEX
7594001101376;DICLODEX 50 MG X 20 TAB. PLUSANDEX
7591585379245;DICLOFENAC POT 50 MG X 30CR GENVEN
7597758000510;DICLOFENAC POT 50MG X 20 TAB ALESS
118904180211678;DICLOFENAC POT 50MG(CLOFENAC)X100TAB FCO JMW
21281084220;DICLOFENAC POT 75MG/3ML X 10 AMP IM/IV LIALI
6921875012667;DICLOFENAC POT POLVO/SUSP  PED 25MG/5MLX60ML
8904306502232;DICLOFENAC POT. - DIFAC 75MG/3ML INY X10AMP
729208249362;DICLOFENAC POT. 75MG/3ML IM/IV X 10AMP GLOBAL
6942189211461;DICLOFENAC POTASICO 100 MG X 10 TAB KMPLUS
7591196007230;DICLOFENAC POTASICO 50 MG  X 10 TAB OFTALMI
7591196006240;DICLOFENAC POTASICO 50 MG  X 30 TAB OFTALMI
7591585279248;DICLOFENAC POTASICO 50 mg X 10 GENVEN
7592454002639;DICLOFENAC POTASICO 50 mg X 10 LA SANTE
7598813000100;DICLOFENAC POTÁSICO 50 MG X 10 TAB MM
18906047595372;DICLOFENAC POTASICO 50 mg X 100 TAB JMW
7592454002653;DICLOFENAC POTASICO 50 mg X 30 LA SANTE
7598981002517;DICLOFENAC POTASICO 50 MG X 30 TAB JMW
7591519051964;DICLOFENAC POTASICO 50MGX10 TAB CALOX
7592454003407;DICLOFENAC POTASICO 50MGX100TAB DISP LA SANTE
7591519001501;DICLOFENAC POTASICO 50MGX20 TAB CALOX
6921875010823;DICLOFENAC POTASICO TAB 50 MG X 10 KMPLUS
75971366;DICLOFENAC SOD 75MG/3ML IM X 2AMP ALES
21281084244;DICLOFENAC SOD 75MG/3ML X 10 AMP IM/IV LIALI
7597758000046;DICLOFENAC SOD75MG/3ML IM X 50 AMP ALES
7597758000527;DICLOFENAC SODIC 50MG X 20 TAB ALESS
7598252101772;DICLOFENAC SODIC SUP 100MG x10 DISTRILAB
7597758000633;DICLOFENAC SODIC SUPOSITORIOS 100MG x10 ALESS
7597758000879;DICLOFENAC SODIC SUPOSITORIOS 50MG x10 ALESS
7591585473967;DICLOFENAC SODICO 50 MG X 10CR GENVEN
7592454139304;DICLOFENAC SODICO 50 MG X 20 TAB  LA SANTE
7592454003414;DICLOFENAC SODICO 50MG X 100TAB DISP LA SANTE
6942189304156;DICLOFENAC SODICO 50MG X10 TAB KMPLUS
6942189304286;DICLOFENAC SODICO GEL 1% 30 G KMPLUS
6942189211287;DICLOFENAC SODICO SUP 100 MG X 5 KMPLUS
7750215005675;DICLOFENACO 1% GEL X 50 GRS PORTUGAL
7502226292038;DICLOFENACO 75MG/3ML IM/IV AMP X 2 ALPHARMA
7597285000434;DICLOMEDC SUPOSITORIOS 100MG x 6UNDS IPS
7598252000518;DICLOPRAM METOCLOPRAMIDA SUSP 5MG/5ML
7591196004499;DICLORET SUSP ORAL 1.8MG/ML  60 ML OFTALMI
7598252000181;DICLORFAM 4MG X 20 TAB DISTRILAB
7703763881789;DICLOXACILINA 250MG/5ML X 80ML LA SANTE
7703763175987;DICLOXACILINA 500MG X 50 CAP LA SANTE
7591955558188;DIECAPS 120 MG X 30 CAPS ROEMMERS
7591619520247;DIECAPS 60 MG X 30 CAPS ROEMMERS
7598252000365;DIEPILEP 100MG X 30 TAB DISTRILAB
7592601101161;DIFEN PLUS TABLETAS X 10 MEYER
7592601101178;DIFEN PLUS TABLETAS X 20 MEYER
7592601100317;DIFEN TABLETAS X 10 MEYER
7592803000385;DIFENAC 1% GEL TUBO X 30GR DOLLDER
