CODBARRAS;DESCRIPCION
7592946005704;CENTELLASAN AI CAPS. X90
27597297000471;CEP DENT ADV.PRO M X12ICE
27597297000181;CEP DENT ADV.PRO SVE X12
27597297000235;CEP DENT BUBBLE 5+ X12U
27597297000495;CEP DENT C.CLEAN MX12 ICE
27597297000204;CEP DENT CRIS.CLE SVE X12
27597297000228;CEP DENT DASHER 5+ X12
17595751000893;CEP DENT GALA AXIS SVE.12
17595751000909;CEP DENT GALA AXISMED.X12
17595751000855;CEP DENT GALA INFI SVE.12
27597297000259;CEP DENT KIDS ICEB X12
27597297000242;CEP DENT PENGUIN 2-5 X12
17597297000528;CEP DENT T.CLEAN C/T MX12
27597297000198;CEP DENT T.CLEAN S X12ICE
27597297000488;CEP DENT TOTA.CLE MED X12
27597297000501;CEP DENT WAVE MX12 ICEBER
27597297000211;CEP DENT WAVE S X12ICE
7597297000286;CEP SILI MASAJE ENC X1
7502003560565;CETAPHIL CR.HID. 250GR.
3499320003247;CETAPHIL CR.HUM. 453GR.
3499320004473;CETAPHIL DER.HID.30 118ML
3499320003223;CETAPHIL EMUL.HID. 473CC.
3499320004497;CETAPHIL ESP.LIMP. 236ML.
3499320004541;CETAPHIL HID.FAC.50 50ML.
772618233001;CETAPHIL LIMP.CORP. 295ML
3499320003254;CETAPHIL LIMP.LIQ. PG 237
3499320007986;CETAPHIL LOC.HID.DIA 88GR
7897930777774;CETAPHIL LOC.HUM. 473ML.
8430351066011;CETAPHIL LOC.LIMP. 237ML.
8430351066035;CETAPHIL LOC.LIMP. 473ML.
3499320012874;CETAPHIL LUH PSS TUBO226
7897930775794;CETAPHIL PRO AD 295ML.
7592432001654;CETIRIVAX 10MG. X10CA.BL.
7598127001251;CETIRIZINA BM10MG. X10TA
4256798;CETIRIZINA BP10MG. X20CO
7598578000452;CETIRIZINA DAC10MG. X10TA
7592616083018;CETIRIZINA DP1MG. JBE60ML
8906005118813;CETIRIZINA FM10MG. X10TA
7591585174598;CETIRIZINA GN SOL. 60ML.
7591585174581;CETIRIZINA GN10MG. X10CO
8470006600665;CETIRIZINA KP10MG. X20CO
7598008000298;CETIRIZINA LAND10 X100TA
7592454138185;CETIRIZINA LS10MG. X10TA
7592454138239;CETIRIZINA LS5MG.JBE60ML.
7750215003299;CETIRIZINA PORT5MG.60ML.
7592601100706;CETRAL 10MG. GOTAS 10ML.
7592601100690;CETRAL 10MG. X10TA
7592601101147;CETRAL D SOL.ORAL 60ML.
7592601100928;CETRAL SOL.ORAL 60ML.
7592432901381;CEVAX 500MG. X15CA.BLA
7592432007649;CEVAX 500MG. X30CA.BLA
7592432000138;CEVAX ZINC 500/7,5 X15CB
7592432900193;CEVAX ZINC 500/7,5 X30CB
75971243;CEXTACIM 1GR. IV-IM. X1
112255004310;CHAMPU BAF PSORIASIS 230
7591635000532;CHAMPU MED RINTI 240ML
112255008264;CHAMPU PIRITON ACASPA 230
112255004648;CHAMPU VITAGENIK CAIDA230
7592710000478;CHANCA PIEDRA HP CAPS X60
7592710003813;CHANCA PIEDRA HP400 X30CA
7597134002114;CHANCAPIEDRA ABE X70CA
7598055000272;CHEAR ACI 100MG. X10TA
7591061660102;CHICCO ACEITE CRE. 100CC.
728417002584;CHICCO ALGODON M.B X100
7591061660317;CHICCO CH. 200CC.
7591061660355;CHICCO CH. MZNILLA 100CC.
7591061660300;CHICCO CH. NORMAL 100CC.
7591061647264;CHICCO COL. NIÑOS 110CC.
7591061660508;CHICCO GEL AB 100CC.
7591061660218;CHICCO LOC. 200CC.
7591061660201;CHICCO LOC.NIÑOS 100CC.
728417501001;CHICCO T.HUM. X72
646824208101;CHROMIUM POLYNICO NS X100
7501082242010;CIALIS 20MG. X1CO
7800061080101;CIANOCOBALAMINA BIO X100A
890410708034;CICLESONA-T INH. 120D.
7591196000064;CICLOFTAL SOL.OFT. 15ML.
8904250520900;CICLOGYNON 0,15/0,03 21TA
7594000491744;CICLOKAN 500MG. 5ML.X1A
7591619519227;CICLOKAN 500MG. X21CO
745687143274;CIDET 500MG. X10TA
7592637000155;CIFARCAINA 1% SOL.100ML.
7592637000193;CIFARCAINA HIPER.2ML.X25A
7592803004116;CINAREN 25MG. X30CO
7592803000118;CINAREN 75MG. X20CA
7591519007060;CINNARIZINA +MK 75MGX10
9300601259204;CINTA QUIR.MICRO AC5X5 X6
7595863714308;CINTURON DEPORTIVO ASK
7703763268863;CIPROFIBRATO LS100 X30TA
7468999187684;CIPROFLO ALFA200MG.100ML.
7591062901181;CIPROFLOX 500MG. X12TA
7598252101055;CIPROFLOX I.V 200MG/100ML
6930169708179;CIPROFLOXACI BM200 100ML.
736372795694;CIPROFLOXACI FAHD500 X10
7597285000373;CIPROFLOXACI IPS200 100ML
6942189304378;CIPROFLOXACI KMP200 100ML
7591519001716;CIPROFLOXACINA +MK 500X14
7592349832235;CIPROFLOXACINA 500MG X6CO
7597758000077;CIPROFLOXACINA AL500 X6TA
7598176000021;CIPROFLOXACINA ANG500 X10
7598127001541;CIPROFLOXACINA BM500 20TA
7598252101130;CIPROFLOXACINA DIS500 X10
7592616100012;CIPROFLOXACINA DP 500X6
8906005118387;CIPROFLOXACINA FM500 10TA
0736372230249;CIPROFLOXACINA GME0,2 100
7591585573667;CIPROFLOXACINA GN 500X10
7598008000304;CIPROFLOXACINA LAN500X100
7703763997923;CIPROFLOXACINA LS500 10TA
7703763301133;CIPROFLOXACINA LS500 X6TA
8436609070533;CIPROFLOXACINA MEF500 X10
7598484001031;CIPROFLOXACINA QF500 10TA
7590027001010;CIPROFLOXACINA SP750 X6CO
7592637397064;CIPROQUIN 2MG/ML. 100ML.
7592637006683;CIPROQUIN 400 INF. 200ML.
8436609070588;CIRALEG 4MG. X10TA
7592454003315;CIRGREL 75MG. X30TA
7592430000086;CIRNAPREM X60 CAPS.
7598055000296;CITALAM 10MG. X30TA
7591519000559;CITICOLINA +MK500MG.X10TA
7591519316162;CITICOLINA +MK500MG.X30TA
7598252101819;CITICOLINA DIS500MG.X30TA
7597189000097;CITRATO CALCIO D3 PT 30TA
787790457756;CITRATO MAGN. ET350 X60CA
7592710005558;CITRATO MAGN. HP500 X60CA
7592430002639;CITRATO MAGN. NP500 X60CA
646824258069;CITRATO MAGN. NS500 X60CA
733739012906;CITRATO MAGN. NW200 100TA
7597134000981;CITRATO MAGN.ABE350 X70CA
7592368003272;CITRATO P. FSI10,8% 950
112345202237;CITRATO POT. FG10,8% 500
7594001450894;CITRATO POT. RECE10% 120
7594001455820;CITRATO POT. RECE10% 500
7591616002937;CITRATO POTASI BF10%500ML
7597134000868;CITRATO POTASIO ABE500ML.
7591616000704;CITRATO POTASIO BF10%1LT.
7592368003449;CITRATO POTASIO10,8%FS240
7592946001171;CLA+ AI X60CA
7596811001266;CLARESS BB CREAM CLA 30GR
7596811001273;CLARESS BB CREAM MED 30GR
7596811001280;CLARESS BB CREAM OSC 30GR
7596811000061;CLARESS CORREC.IMPER PG15
7596811000054;CLARESS MASC.PURIF PG75GR
7707236122881;CLARITROMICIN VITA500 10A
7591519003048;CLARITROMICINA +MK500 X10
7598176000045;CLARITROMICINA ANG500 X10
8470008307371;CLARITROMICINA KP500 14CO
7703763660131;CLARITROMICINA LS500 10TA
7750215007167;CLARITROMICINA PORT250 50
7703153019976;CLARITROMICINA VP500X10TA
7591196000095;CLARIX 0,05% SO.NASAL15ML
7591196000088;CLARIX 0,255 SOL.OFT.15ML
7591196003171;CLARIX SOL.NASAL AD.15ML.
7591196000101;CLARIX SOL.NASAL PED.15ML
8938540717015;CLAUSY SUSP.ORAL X10 5ML.
7597285000397;CLAVUMEDC 500/125MG X10TA
7597285000403;CLAVUMEDC 875/125MG X10TA
7599112000198;CLAVUTAN 600-42,5 PPSO60
8903489001747;CLAVUTAN 875/125MGX10 TAB
7750215020647;CLAVUTRIM 12H 875-125 X14
678112736454;CLEAR EY NAT.TEA.GOT 15ML
7591955000090;CLENBUNAL 0,020MG. X10CO
7591955000106;CLENBUNAL 0,020MG. X20CO
7591955000144;CLENBUNAL GOTAS 15 CC.
7591955000120;CLENBUNAL JBE. AD. 120 CC
7591955000113;CLENBUNAL JBE.PED. 120ML.
7594000851371;CLENBUTEROL AD. X120ML
7594000851357;CLENBUTEROL PED. X120ML
7591955000175;CLENBUXOL GOTAS 20 CC.
7591955000151;CLENBUXOL JBE. AD. 120CC.
7591955000168;CLENBUXOL JBE.PED. 120CC.
7401078900019;CLIMABEL 2,5MG X30CO
7591821802735;CLIMASOY 100MG. X30CA
7703281001928;CLINAC 1%-5% GEL 30GR.
8904187881303;CLINDA KETO TI100-400 5OV
7597758000718;CLINDAMICINA AL150 4ML.5A
7597758000411;CLINDAMICINA AL150 4ML10A
17709315171534;CLINDAMICINA BES600 X10A
0736372230096;CLINDAMICINA GME600 1V.X1
7591585171030;CLINDAMICINA GN600MG. X1A
7598582000011;CLINDAMICINA ZU1% GEL15GR
7401069004351;CLINFOL DUO 100/400 X7CBV
7460840417391;CLINUS 100/400MG X7O.VAG.
7597830004818;CLIPS TITANIO ARI M-G X20
745687143311;CLOBEDET CR.TOP. 15GR.
7591519007220;CLOBETASOL +MKCR.0,05 20G
7592616584102;CLOCIM 1% CREMA TOP.20GR.
7594001101970;CLODOXIN 10MG. X10CO
7594001100577;CLODOXIN JBE. 120ML.
7598431000070;CLOE 2-0,03MG. X21CO
7592803003997;CLOFEN 1,8MG. SUSP.120ML.
7592803001801;CLOFEN 1,8MG. SUSP.60ML.
7592803000200;CLOFEN 15MG. GOTAS 15ML.
7592803004055;CLOFEN 50MG. X30CO
18904187829326;CLOMIFEM 50MG. X30TA
7594000491102;CLONATRIL 0,5MG. X30CO
7591619520599;CLONATRIL 1MG. X30CO
7594000491621;CLONATRIL 2MG. X30CO
7598578000360;CLONAZEPAM DAC2MG. X30TA
7598578000612;CLONEDAC BABY CR. 90GR.
7598578000117;CLONEDAC CREMA 20GR.
7598578000506;CLONEDAC FEET CR.20GR.
7591020003148;CLONIDINA GNCR0,150 X2A
7591955000182;CLONIPRES 0,150MG. X20CO
7591619000299;CLONIPRES 0,150MG.1ML.X3A
7591020080750;CLONZEP 0,5MG. X30TA
7591020080767;CLONZEP 2MG. X30TA
7598484000829;CLOP 5MG. JARABE 120ML.
7592637006287;CLOPID 75MG. X30TA
7597758000619;CLOPIDOGREL AL75MG. X30TA
6972718560074;CLOPIDOGREL BM75MG.X30TA
7592616576886;CLOPIDOGREL DP 75MG.X10TA
8906082151536;CLOPIDOGREL PM75MG.X30TA
7599112000013;CLOPTAN 75MG. X30TA
7591818116043;CLORACE 500MG/4MG X10TA
7591818215265;CLORACE 500MG/4MG X20TA
7591818716724;CLORACE 80-0,5 GOTAS 30ML
7591818716700;CLORACE JBE PED S/A 120M
7598127001992;CLORFENIRAMINA 10MG. X10A
7800061105101;CLORFENIRAMINA BIO10 100A
7598252000785;CLORFERAMINA DIS10MG.X3A
7592368003432;CLORURO MAG. FSI33,3G X12
7591616002951;CLORURO MAGN. BF 500ML
7591616002944;CLORURO MAGN. BF3.33% 1L
7592710002854;CLORURO MAGN.HP SOL.240ML
7592946168553;CLORURO MAGNESIO AI 240ML
7597285000038;CLORURO S. IPS0,9% 100ML.
7597285000052;CLORURO S. IPS0,9% 500ML.
7592637000308;CLORURO SOD.20% SO.INY100
8904278590688;CLOTRI-GENT-BECLO FAHD30G
7592616584140;CLOTRI-NEO-DEXA DP CR20G
7703763300051;CLOTRI-NEO-DEXA LS CR20GR
8904250520757;CLOTRIMAZ TIA1% CR.VA 50G
8904187829503;CLOTRIMAZ TIA100 X6TA.VAG
8904250520764;CLOTRIMAZ TIA2% CR. 30GR.
8904187830677;CLOTRIMAZ TIA500 X1TA.VAG
7591519000887;CLOTRIMAZOL +MK1% CR.20G.
7591519000702;CLOTRIMAZOL +MK1%CR.VAG40
7597758000657;CLOTRIMAZOL AL200MG X3OVU
7597758000664;CLOTRIMAZOL AL500MG X1OVU
7592616110011;CLOTRIMAZOL DP1% CR.20GR.
7592616110028;CLOTRIMAZOL DP1% CR.50GR.
7592616584157;CLOTRIMAZOL DP10%CR.V.7GR
7591585277459;CLOTRIMAZOL GN1% CR.20GR.
7750215136249;CLOTRIMAZOL PORTU1% CR.20
7592432000459;CLOTRIMAZOL VP200MG.X3CBV
8904097387148;CO AMOCICLAV 1000MG.14TA
7591020001076;CO-SULTRIN 80/400 X20TA
7591020001069;CO-SULTRIN SUSP. 100ML.
7592637000513;COBALEX 1000MCG/ML. X1A
7592637000520;COBALEX 1000MCG/ML. X3A
7592194002265;CODERA ELAST. M KX
7592194002272;CODERA ELAST. S KX
7595863714247;CODERA L/XL ASK
7595863714230;CODERA S/M ASK
7592253000928;COENZYMA Q10 LONGE X60CA
7591818716779;COFADOR 2% SOL.OFT. 5ML.
7591818716786;COFADOR-T SOL. OF X5ML
7591818000090;COFASURE 80MG. X30TA
813333013544;COJIN P.HEMORRO 45CM KX
7592710004339;COLA CABA-D.LEON WA X60CA
7592710000492;COLA CABALLO HP CAPS.X60
7592710003837;COLA CABALLO HP500 X30CA
7592946005889;COLA DE CABALLO AI X90CA
7592430000215;COLA DE CABALLO NP X60CA
854688003668;COLAD FRUT.BOSQ MAH 90GR
854688003651;COLAD FRUT.TROP MAH 90GR
854688003644;COLAD MANZ.MEL.FRE MAH 90
7597134000264;COLAGENO ABE450MG. X70CA
7597189000042;COLAGENO HID.VIT E&C 30TA
7592430000543;COLAGENO NP500MG. X60CA
7592710002199;COLAGENO PLUS HP X60CA
7593089000052;COLAGENO VERA 500MG.X60CA
646824206060;COLAGENO+C NS450/10 X60CA
7592946169697;COLAGENO+VIT.C AI400.60CA
714439705541;COLAGENO+VITC VAL X30CA
7592710005299;COLAGENOL LIFE400MG.X60CA
7592806132076;COLAYTE PVO.69,57G. X4SOB
813333015135;COLCHON ANTIESCARAS KX
7599112000327;COLEZE 10MG. X30TA
7591062010753;COLFENE 400MG/4MG. X10CO
7591062900900;COLFENE 600/4 X15CO
7509546660073;COLGATE CARBON MTA.140GR.
7509546667744;COLGATE CD ENC.THER X2
7509546074313;COLGATE CD PRO.CUI.SVE.X4
7891024073070;COLGATE CD SLIM SUAVE
7891024064313;COLGATE CD SLIM SUAVE X2
7509546055152;COLGATE CD360 L.WHITE X2
7509546074405;COLGATE CD360 SEN.PRO X2
7509546072531;COLGATE CD360ADV.T12 S.X2
7891024030806;COLGATE EB KIDS MINI250
7891024179420;COLGATE EB LUMIN WHI250
7891024179925;COLGATE EB PERIOGARD250
7891024136096;COLGATE EB PLAX ICE 250
7891024033050;COLGATE EB PLAX ICE GL250
7891024028704;COLGATE EB T12 A.SARRO250
7891024027998;COLGATE EB T12 A.SARRO500
7891024028834;COLGATE EB T12 C.MINT250
7891024028018;COLGATE EB T12 C.MINT500
7891024183083;COLGATE HD TOTAL FL-MTA25
7509546066776;COLGATE KIDS MINIONS 75ML
7509546651019;COLGATE LUM.WHI C.ACTI75
7509546054650;COLGATE LUMIN WHITE 75ML
7501035911031;COLGATE MAX.PROT AC 100ML
7891024134702;COLGATE MAX.PROT AC 90GR
7591083018547;COLGATE PLAX GEL BUCAL100
7509546653402;COLGATE SE.PR.AL.INM 140G
7509546653532;COLGATE T12 A.SARRO 75ML
7501035911369;COLGATE T12 C.MINT 100ML.
7509546666990;COLGATE T12 EB ENC.REF500
7509546665610;COLGATE T12 ENCIAS REF100
7702010111501;COLGATE TRI.ACC. MTA 60ML
7509546000343;COLGATE TRI.ACC. MTA100ML
7509546000985;COLGATE TRI.ACC. MTA75ML
7509546056098;COLGATE TRI.ACC. XB 75ML
7591243810028;COLGESIC 400MG/4MG. X15CO
7702870070598;COLIK FORTE X5TA
676194961405;COLLAGEN C ALFA X60CA
7591635000563;COLONIA RINTI 240ML.
7592710000508;COLONPLANT HP X60CA
7592710003851;COLONPLANT HP400MG. X30CA
7592806133080;COLPRIN 500MG. X20CO
7592806137057;COLPRIN FORTE 650MG.X10CO
7591020001052;COLVAL 4MG. X12CO
7591020007818;COLVAL AMP. 2 CC. X 2
7591821210264;COLYPAN 200MG. X10TA
781100195727;COLZAM 2MG. X30CO
8904091110162;COMPLEBREZ 100/6 PSI 150D
7707355056784;COMPLEGEL 500MG. X30TA
7703153013059;COMPLEJO B VP 2ML. X3A
7591818000335;COMPLEJO B+LIDO CO3ML.X1A
813333014695;COMPRESA FRIO/CALOR X2 KX
7592827001955;COMPRESA G.FRIO KERFUL
606110873017;COMPRESAS LAPARAT CM X5
7750215029398;COMTREX 325/2/5 X10TA
7861152102607;CONEXINE 50MG. X30CO
7591885003482;CONTOR.OJO BIO CR.30CC
7596466002434;COPA MENSTRUAL M PRIMASAL
733739031532;COQ10 60MG. X60CA
7591818000298;CORATAB 81MG. X30TA
7592601301707;CORBIS 2.5MG. X30CO
5949056500544;COREFLUX 250ULS. X50CA.BL
5949056500100;COREFLUX 600ULS/2ML. X10A
7591619000923;CORENTEL 1,25MG. X10CO
7591619520261;CORENTEL 1,25MG. X30CO
7591619520308;CORENTEL 10MG. X30CO
7591619000930;CORENTEL 2,5MG. X10CO
7591619520278;CORENTEL 2,5MG. X30CO
7591619520285;CORENTEL 5MG. X10CO
7591619520292;CORENTEL 5MG. X30CO
7591619000954;CORENTEL H 10/6,25 X10CO
7591619520322;CORENTEL H 10/6,25 X30CO
7591619000947;CORENTEL H 5/6,25 X10CO
7591619520315;CORENTEL H 5/6,25 X30CO
7591619000657;COROPRES 32MG. X10CO
7591619517896;COROPRES 8MG. X10CO
7591619520339;COROPRES 8MG. X30CO
7591619000886;COROPRES H 16/12,5 X10CO
7591619520360;COROPRES H 16/12,5 X30CO
7591619000879;COROPRES H 8/12,5 X10CO
7591619520353;COROPRES H 8/12,5 X30CO
813333014558;CORREA AJUS.P/ROTULA KX
7592432000442;CORTIX 200MG. X3CABLVA
7591196006356;CORTYNASE SUSP.NAS.80D
7591196004604;CORTYNASE SUSP.NASAL 140D.
7750778000360;COSOMIDOL 2-0,5%SO.OF.5ML
7591585265647;COVENTROL 12,5MG. X10CO
7591585365644;COVENTROL 12,5MG. X30CO
7591585265654;COVENTROL 25MG. X30CO
7591585365637;COVENTROL 6,25MG. X10CO
7591585265630;COVENTROL 6,25MG. X30CO
7595481000098;CR A.PAÑALITIS BIOS200CC.
7591635000198;CR REPE.AVISPA100GR.TARRO
7591635000204;CR REPE.AVISPA100GR.TUBO
617748376252;CR.TRANSD CLOR.MAGN 118ML
7592710000072;CRANBERRY HP500MG. X60CA
617748376283;CRANBERRY+VIT C X30CA VAL
7596548000624;CRE PAÑALITIS DERNI 50ML,
733739108067;CREATINA NW 750MG. X120CA
7595751001381;CREM ENCIA NIÑA 100GR.
7595751001374;CREM ENCIA NIÑO 100GR.
7593723000868;CREM PEIN ÓLEO ARGAN240CC
7591248470104;CREM PEINAR MIMADITO200ML
7592368003463;CREMA AZAHARES FS 30GRX12
7592368002251;CREMA AZUFRADA FS30GR X12
112255006178;CREMA BLANQ. W1 30GR.
787790472551;CREMA CORP.ET RELAJ.118ML
7591885000580;CREMA DER.PROT BIO SATI60
7598084000755;CREMA DESPIG.A/M DERNI50
7596139000200;CREMA FRIA ANTIEDAD 50GR
7591885003321;CREMA LIMP.FAC.BIO SAT120
7591248621209;CREMA LIQ MIMADITO 200ML
710497525886;CREMA REL.ALLDOVA 90TAR
7591821210349;CRISOMET 50-850 X10TA
7796285053468;CRISPLUS 120MG. X30CA
7591196000149;CROMOFTAL 4% SOL.OFT.10ML
7703763704118;CROMOLOX 4% 40MG SOL.O5ML
7593090001789;CUMIFEM 500MG. X3CA.VAG.
7592710000010;CURCUMA HP500MG. X60CA
6223003734008;CURE AID KIDS CURITA X20
6223003734060;CURE AID WASHPRO CURITA20
7597297000309;CURITAS IMP.KIDSX20 ZUVIS
7591619000671;CURPINOL 12,5MG. X10CO
7591955558232;CURPINOL 12,5MG. X30CO
7591619000688;CURPINOL 25MG. X10CO
7591955558225;CURPINOL 25MG. X30CO
7591619000893;CURPINOL 6,25MG. X10CO
7591955558218;CURPINOL 6,25MG. X30CO
7592432005508;CUTICLIN 10MG. X30CA
7592432005515;CUTICLIN 20MG. X30CA
7501124181345;CYCLOFEM 25MG-5MG. JP X1A
7592803001603;CYNT 20MG. X20CO
7592803001610;CYNT 40MG. X10CO
7592601200482;CYPRAL 750MG. X6TA
7598176000595;DABIGATRAN ANG110MG.X10CA
7598176000601;DABIGATRAN ANG75MG.X10CA
8904187843707;DABIGATRAN VC75MG. X10TA
7598578000278;DAC-LAX PPSO 120GR.
7791848265043;DACTEN 16MG. X30CO
7791848265029;DACTEN 8MG. X30CO
7599112000174;DAGLITAN 5MG/500MG. X30TA
7592454138857;DAKSOL 500MG. X4TA
7592803004109;DALCITRIN 2% UNG. 15GR.
7591243810868;DALPAS 10MG. X30TA
7591243810905;DALPAS 5MG. X30TA
7591619000862;DALTAZEN 60MG. X10CO
7594000490303;DALTAZEN 60MG. X20CO
8904250520917;DANI 2MG/35MCG. X21TA
7591620531461;DANI CHIPS EST. 10UNX20GR
7599112000228;DAPAXIT 10MG. X30TA
7593090002311;DARLIDE 1000UI X30CA.BLA
7593090001680;DARLIDE 1000UI X60CA.BLA
7592432900315;DAYFLU D/N 500-10-2 X15CB
7592432901411;DAYFLU D/N 500-10-2 X6CB
7592432900292;DAYFLU DIA 500-10-2 X10CB
7592432901398;DAYFLU DIA 500-10-2 X5CA
7592432900308;DAYFLU NOC 500-2 X10CABL
7591585117670;DAYZOL 400MG-4MG. X30CO
7591585117632;DAYZOL 600MG-4MG. X20CO
7592806133110;DECOBEL 0,5MG. X30TA
7592806136036;DECOBEL 4MG. X10CO
7592806112047;DECOBEL 8MG. 2ML. X1VIAL
7598252000204;DEFALOX 400MG. X10TA
7591519008203;DEFLAZACORT +MK 30MG. X30
7591519008197;DEFLAZACORT +MK 6MG. X10
7591519000306;DEFLAZACORT +MK30MG.X10TA
8470006794883;DEFLAZACORT NOR6MG. X20CO
7590027002826;DEFLAZACORT SP6MG. X10CO
7592710000515;DELGAPLANT HP CAPS. X60
7591309002756;DENCOFEN 1,16% GEL 40GR.
7591309002381;DENCORUB ICE AR ROLL 80GR
7591616002050;DENT-OL ENJ.BUCAL BF250ML
7591619517605;DENUAL 150MG. X1CO
3760095253312;DEPIWHITE ACTIVEGEL 40ML.
196852644438;DEPOFEM 150MG. X1VIAL
7591585215901;DERAIN 15% CR.TOP. 15GR.
7591585115935;DERAIN 15% GASAS TOP. X10
7703281008439;DERMACORTINE EMU.0,1% 60ML.
7703281008422;DERMACORTINE LOC.0,1% 30CC.
7592025101402;DERMALACT L.LIMP. 140CC.
7591243811643;DERMAPIL 0,1%CREMA 15GR.
7591619519036;DERMAZOL 0,05% CR.30GR.
7591619519043;DERMAZOL 0,05% UNG.30GR.
766989000201;DERMISA ACEITE CORP.125
766989000041;DERMISA CR. P.ESTRIAS114G
766989000058;DERMISA CR.CORP.VIT-E 114
766989000164;DERMISA JABON BRI BAR85G.
766989000362;DERMISA JABON CHARBOAL85
7592025101617;DERMISOL PS L.HIDR. 140CC
7591619000985;DERMOSUPRIL 0,1%CR. 15GR.
7591619520865;DERMOSUPRIL CR. 0,05% 15GR.
7896269903021;DERMOVATE 0,05% CR. 30GR.
7590005183394;DERMOX BABY CR.PAÑAL50TUB
7590005183141;DERMOX CR.CORP.COLAG.350
7590005183189;DERMOX CR.CORP.GLICER200
7590005183127;DERMOX CR.CORP.GLICER350
7590005183080;DERMOX CR.CORP.VIT.E 200
7590005183066;DERMOX LO.COR MILK.N200ML
7590005183202;DERMOX LO.CORP MILK.N.350
7592432901466;DEROVIT 1000UI X15CA
7750215026250;DESAZONA 4MG. X100TA
7596139004192;DESENGRASANTE SOMA 650ML
745687143243;DESLADET 5MG. X30TA
7592454891318;DESLER 0,5MG. JBE.60ML.
7592454891325;DESLER 5MG. X10TA
7592454891233;DESLER M 1,25-4 GRAN.10SO
7592454889278;DESLER M 2,5MG-5MG X30TM
7592454891257;DESLER M 5MG/10MG. X10TA
7592454002769;DESLER M 5MG/10MG. X30TA
7591519000931;DESLOR/MONTE +MK5/10 30TA
7591196004161;DESLORAT 0,5MG. JBE.60ML.
7591196002969;DESLORAT 5MG. X10TA
7591196002976;DESLORAT 5MG. X20TA
7591519008210;DESLORATADINA +MK5MG. X10
7594000851500;DESLORATADINA BQ JBE.60ML
7592616579016;DESLORATADINA DP JBE60CC.
7592616576558;DESLORATADINA DP5MG.X10TA
7598307000388;DESLORATADINA GDG5MG.14TA
7591585177445;DESLORATADINA GN S.ORAL60
7598008000328;DESLORATADINA LAND5 X100
7703763393053;DESLORATADINA LS2,5 60ML
7592454001311;DESLORATADINA LS5 X10TA
7592601000143;DESLORATADINA MY JBE.60ML
7592601000099;DESLORATADINA MY SOL.60ML
7592601000280;DESLORATADINA MY5MG.X10TA
7598055001392;DESOLON 0,15/0,03 X21TA
7707355050232;DESONIDA MY 0.05% CR.15GR
7707355050249;DESONIDA MY 0.1% CR.15GR
7598252000211;DETFORGLIN 500/50 X30TA
7468999188964;DEX-LITOS ORAL CEREZA 500
7468999192565;DEX-LITOS ORAL MANZ 500ML
7468999189411;DEX-LITOS ORAL PIÑA 500ML
7468999188957;DEX-LITOS ORAL UVA 500ML
7592637000414;DEXACORT 4MG. IM/IV X25A
7468999192305;DEXAMETA ALFA8MG.X100 2ML
8904159423456;DEXAMETASONA ADN8MG. X10A
7597758001074;DEXAMETASONA AL8MG. X5A
7468999192299;DEXAMETASONA ALFA4 X100A
7598127001084;DEXAMETASONA BM8/2ML.X10A
7750215026502;DEXAMETASONA PORT4MG X100
7501384547349;DEXAMETASONA PSI8/2ML.X1A
8936098964882;DEXAMOXI 25-5 SOL.OFT.5ML
7795345121970;DEXOPRAL 30MG. X30CA
7594001101956;DEXTAMIN 5MG. X10TA
7594001100331;DEXTONIL 15MG. JBE 120ML.
7591196002624;DEXTRAN 70 SOL.OFT. 15ML.
7592637005082;DEXTRO SAL0.30% N28 500ML
7592637005099;DEXTRO SAL0.45% N29 500
5663646;DEXTROMETORFA AZE2MG.200
7594000851463;DEXTROMETORFANO BQ15 120
7592637000681;DEXTROSA 30% SOL.IV 500ML
7468999188476;DEXTROSA 50% ALFA 500ML.
7597767000105;DEXTROSA BC0,45%-5% 500ML
7597767000891;DEXTROSA BC5% 100ML.
7597767000945;DEXTROSA BC5% 250ML.
7597767000907;DEXTROSA BC5% 50ML.
7592637005068;DEXTROSA GLUC.5% N1 500CC
7592637005242;DEXTROSA N/2 10% 500 CC.
7592637005075;DEXTROSA N/4 5% 500 CC.
7597285000441;DEXTROSAL IPS5%/0,9% 500
7598252001126;DI BENZOL 200 SUSP.10ML.
7598176000533;DIACEREINA ANG50MG. X30TA
8904187888005;DIACEREINA VC50MG. X10TA
7598252000549;DIACORT 3MG. SOL. 60ML.
7592348511315;DIADEX CR.A.PAÑAL ALOE50
7592348510905;DIADEX CR.HID.ANTIOXID240
7592348510912;DIADEX CR.HID.ANTIOXID380
7592348510806;DIADEX CR.U.HID.NUTRI.240
7592348510813;DIADEX CR.U.HID.NUTRI.380
7592348208017;DIADEX CREMA 50GR.
7591243811728;DIAGESIC SUSP.ORAL 120ML.
7598252000440;DIALPRON 250MG. JBE.120ML
7592946000044;DIAMET 300MG. X90CA
7598252000556;DIAMIB 500MG. PPSO 15ML.
7592454003339;DIANALPER 1,16% GEL 30GR.
7598252000280;DIANIDIP 10MG. X10TA
7598252000297;DIANIDIP 20MG. X10TA
7598252001157;DIANITIN 150 SOL.ORAL120
791466994919;DIAPAGLIX 10MG. X30TA
7730564825483;DICEA 3MG/0,02MG. X28CO
7592454889216;DICIGEL SUSP. 240ML.
7598578000575;DICLODAC 1,16% GEL 30GR.
745687143298;DICLODET 50MG. X20TA
