codigo;codbarras;descrip;exisMerida;exisCaracas;exisOriente;marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
60301;7598252001133;DISTAMIN C VITAMINA C 200MG/5 ML DISTRILAB;0;0;10;DISTRILAB;105.79;105.79;MEDICAMENTOS;NULL;VITAMINA C;0.00;0.00;0.000;0.000
60305;7598252001140;DISTAMIN FOLIC 10MG/ML DISTRILAB;121;92;37;DISTRILAB;178.91;178.91;MEDICAMENTOS;2026-05-25;ACIDO FOLICO (10 mg / ml);0.00;0.00;0.000;0.000
20007;7591519051971;DISULPEC 25 MG X 20 TAB CALOX;47;182;25;CALOX;125.72;125.72;MEDICAMENTOS;2025-09-25;LEVOSULPIRIDE ;0.00;0.00;0.000;0.000
200877;7598252000877;DISVENAL ANTIVARICOSO 500MG X 30 CAP DISTRILA;89;99;38;DISTRILAB;433.88;433.88;INYECTABLES;2026-01-25;DOBESILATO DE CALCIO (500 mg);0.00;0.00;0.000;0.000
602498;7598252000464;DISZEPIN SUSP 100MG/5MG X 100 ML DISTRILAB;6;5;7;DISTRILAB;99.70;99.70;MEDICAMENTOS;2025-03-25;CARBAMAZEPINA;0.00;0.00;0.000;0.000
135575;7598252001355;DITOSXIL INFANT CARBOXIME GOTAS 50MG/ML;19;44;0;DISTRILAB;114.77;114.77;MEDICAMENTOS;2026-07-25;CARBOXIMETILCISTEINA;0.00;0.00;0.000;0.000
602402;7598252000471;DITOSXIL, CARBOXI. SUSP 100MG/5ML X 120ML;88;36;0;DISTRILAB;94.57;94.57;MEDICAMENTOS;2026-05-25;CARBOCISTEINA;0.00;0.00;0.000;0.000
10017;7591020001113;DIVAL 50 MG X 20 (Diclofenac Sódico);153;497;84;VALMOR;58.50;58.50;MEDICAMENTOS;2026-04-25;DICLOFENAC SODICO ;0.00;0.00;0.000;0.000
100327;7591020080965;DIVAL FORTE 100 MG X 20 TAB VALMOR;187;115;42;VALMOR;131.04;131.04;MEDICAMENTOS;2025-05-25;DICLOFENAC SODICO ;0.00;0.00;0.000;0.000
76336;7598252010203;DIXAPARIN 60MG/0.6ML X 2 JER PRELLENADA;0;0;0;CIFAR;659.02;659.02;INYECTABLES;NULL;ENOXAPARINA SODICA;0.00;0.00;0.000;0.000
60299;7598252000884;DIXINATO RELAX 125MG X10TAB DISTRILAB;0;0;93;DISTRILAB;281.77;281.77;MEDICAMENTOS;NULL;CLONIXINATO DE LISINA -CICLOBENZAPRINA CLORHIDRATO ;0.00;0.00;0.000;0.000
50941;7598252001041;DIXTORFAN DEXTROM. BROMHI.15MG/5M 120ML DISTR;6;204;66;DISTRILAB;102.86;102.86;MEDICAMENTOS;2026-05-25;DEXTROMETORFANO;0.00;0.00;0.000;0.000
602323;7598252000174;DIZONIDE SUSP 100MG/5ML x 60 ML DISTRILAB;0;0;1;DISTRILAB;321.75;321.75;MEDICAMENTOS;NULL;NITAZOXANIDA ;0.00;0.00;0.000;0.000
569653;7598252000198;DLORACE ACETAM 500MG + CLORFEN 4MG X 20 TAB;0;0;143;DISTRILAB;40.71;40.71;MEDICAMENTOS;NULL;ACETAMINOFEN -CLORFENIRAMINA ;0.00;0.00;0.000;0.000
10981;7591196000583;DOBET 5 ML SOL OFTALMICA OFTALMI;0;0;142;OFTALMI;382.12;382.12;MEDICAMENTOS;NULL;DORZOLAMIDA -TIMOLOL;0.00;0.00;0.000;0.000
11433;7591585114327;DOBRACID LP 300MG X 30 CR LETI;0;42;40;LETI;435.82;435.82;MEDICAMENTOS;NULL;TRIMEBUTINA ;0.00;0.00;0.000;0.000
22016;7592601100331;DOCE PLEX ELIXIR X 120ML MEYER;0;0;124;MEYER;264.00;264.00;MEDICAMENTOS;NULL;MULTIVITAMINICO ;0.00;0.00;0.000;0.000
32569;7591519000474;DOL 450-40-1MG X 10 TABLETAS CALOX;232;369;257;CALOX;78.79;78.79;MEDICAMENTOS;2025-08-25;PARACETAMOL-CAFEINA-DIHIDROERGOTAMINA;0.00;0.00;0.000;0.000
32570;7591519001587;DOL 450-40-1MG X 20 TABLETAS CALOX;588;378;68;CALOX;119.79;119.79;MEDICAMENTOS;2025-08-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;0.00;0.00;0.000;0.000
32571-1;7591519005974;DOL DISPENSADOR X 20 BLISTER CALOX;53;71;0;CALOX;613.82;613.82;MEDICAMENTOS;2025-07-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;0.00;0.00;0.000;0.000
8401001;7591519003574;DOL KIDS 160 X 20 TAB TUTTI FRUTTI CALOX;190;160;129;CALOX;119.41;119.41;MEDICAMENTOS;2024-12-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;0.00;0.00;0.000;0.000
32573;7591519005134;DOL PLUS 650-50-1mg  X 10 TAB CALOX;436;419;180;CALOX;92.88;92.88;MEDICAMENTOS;2025-10-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;0.00;0.00;0.000;0.000
32574;7591519005141;DOL PLUS 650-50-1mg X 20 TAB CALOX;26;272;179;CALOX;127.59;114.83;MEDICAMENTOS;2026-09-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;1.00;10.00;0.000;0.000
32572-1;7591519006599;DOL PLUS DISPENSADOR X 20 BLISTER  CALOX;17;47;0;CALOX;647.29;647.29;MEDICAMENTOS;2027-01-25;ACETAMINOFEN -CAFEINA -DIHIDROERGOTAMINA;0.00;0.00;0.000;0.000
81033;7592803001320;DOLAK 10 MG COMP SUBLINGUAL X 10 DOLLDER;175;167;37;DOLLDER;101.91;101.91;MEDICAMENTOS;2025-08-25;KETOROLAC TROMETAMINA;0.00;0.00;0.000;0.000
81030;7592803001368;DOLAK 10 MG COMP X 20 DOLLDER;57;3;62;DOLLDER;109.65;109.65;MEDICAMENTOS;2025-10-25;KETOROLAC TROMETAMINA;0.00;0.00;0.000;0.000
81034;7592803002419;DOLAK 30 MG COMP SUBLINGUAL X 4 DOLLDER;56;175;0;DOLLDER;105.78;105.78;MEDICAMENTOS;2025-12-25;KETOROLAC TROMETAMINA;0.00;0.00;0.000;0.000
759750;7591619002750;DOLCAN 50MG X 10 COMP REC MEGALAB;417;465;2170;MEGALABS;58.05;58.05;MEDICAMENTOS;2024-08-25;DICLOFENAC POTASICO ;0.00;0.00;0.000;0.000
49914020;7591519237016;DOLGRIP D X 10 TAB REC CALOX;63;211;87;CALOX;173.98;173.98;MEDICAMENTOS;2025-09-25;ACETAMINOFEN -CAFEINA -CLORFENIRAMINA ;0.00;0.00;0.000;0.000
14244;7703712014244;DOLICOX FORTE MAX X 12 TAB QUALITYMED;7;14;8;MEDICBRAND;347.63;347.63;MEDICAMENTOS;2025-07-25;ACETAMINOFEN+NAPROXENO+CAFEINA;0.00;0.00;0.000;0.000
10895;7703712010895;DOLICOX GRIP NOCHE PANELA LIMÓN QUALITYMED;10;5;5;MEDICBRAND;656.40;656.40;MEDICAMENTOS;2025-03-25;ACETAMINOFEN+FENILEFRINA+CLORFENIRAMINA;0.00;0.00;0.000;0.000
14343;7703712014343;DOLICOX GRIP X 12 CAP QUALITYMED;46;9;10;MEDICBRAND;215.61;215.61;MEDICAMENTOS;2025-01-25;ACETAMINOFEN+FENILEFRINA+CLORFENIRAMINA;0.00;0.00;0.000;0.000
323;7596139000323;DOLMAX POMADA ALCANFORADA 50GR SOMA;0;0;6;SOMA;86.21;84.49;PATENTADOS NATURALES;NULL;MENTOL ;1.00;2.00;0.000;0.000
810702;7592803004079;DOLNIX 75 MG X 20 DOLLDER;0;2;0;DOLLDER;167.70;167.70;MEDICAMENTOS;NULL;PREGABALINA;0.00;0.00;0.000;0.000
201011;7750215029299;DOLODRAN (DICL POT+PARACETAMOL) X 20 TAB PO;22;441;35;PORTUGAL;116.37;116.37;MEDICAMENTOS;2026-06-25;DICLOFENAC+PARACETAMOL;0.00;0.00;0.000;0.000
775656;7750215000656;DOLODRAN (DICL POT+PARACETAMOL) X100 TAB PO;28;32;0;PORTUGAL;406.60;406.60;MEDICAMENTOS;2026-06-25;DICLOFENAC+PARACETAMOL;0.00;0.00;0.000;0.000
20541-1;8904278581549;DOMPERIDONA 10MG X 100 TAB  FAHD;0;0;50;FAHD;429.99;429.99;MEDICAMENTOS;NULL;DOMPERIDONA ;0.00;0.00;0.000;0.000
85777;7591519007428;DOMPERIDONA 10MG X 15 TAB CALOX;230;231;44;CALOX;56.80;56.80;MEDICAMENTOS;2026-11-25;DOMPERIDONA ;0.00;0.00;0.000;0.000
759212;7598176000212;DOMPERIDONA 10MG X 30 TAB ANGELUS;253;110;48;ANGELUS;81.45;81.45;MEDICAMENTOS;2025-07-25;DOMPERIDONA ;0.00;0.00;0.000;0.000
81041;7592803002112;DOMPESIN 10 MG X 30 COMP DOLLDER;291;95;56;DOLLDER;117.39;117.39;MEDICAMENTOS;2025-10-25;DOMPERIDONA ;0.00;0.00;0.000;0.000
81040;7592803002426;DOMPESIN SUSP 1MG/ML X 120ML DOLLDER;104;70;78;DOLLDER;202.53;202.53;MEDICAMENTOS;2025-09-25;DOMPERIDONA ;0.00;0.00;0.000;0.000
400311;7591619001067;DORIXINA FLEX 125MG-5MG X 5 COMP. REC MEGALAB;1;0;0;MEGALABS;183.18;183.18;MEDICAMENTOS;2026-08-25;CLONIXINATO DE LISINA -CICLOBENZAPRINA CLORHIDRATO ;0.00;0.00;0.000;0.000
36529;7591619518671;DORIXINA FLEX X 10 COMP KLINOS;0;0;1;KLINOS;348.30;348.30;MEDICAMENTOS;NULL;CLONIXINATO DE LISINA -CICLOBENZAPRINA CLORHIDRATO ;0.00;0.00;0.000;0.000
1064273;8904180213033;DORZOLAMI-TIMOLOL) 2%/0.5%  (TIDORZOL) JMW;228;194;248;JMW;211.58;211.58;MEDICAMENTOS;2024-09-25;DORZOLAMIDA -TIMOLOL;0.00;0.00;0.000;0.000
90394;7591821903944;DOTRON 1,8mg/ml SUSP PED x 120ML FARMA;0;31;6;FARMA;297.99;297.99;MEDICAMENTOS;NULL;DICLOFENAC POTASICO ;0.00;0.00;0.000;0.000
90396;7591821903968;DOTRON 50MG CAPSULAS x 20 FARMA;24;14;10;FARMA;99.33;99.33;MEDICAMENTOS;2025-11-25;DICLOFENAC POTASICO ;0.00;0.00;0.000;0.000
00350;7594000850176;DOVILIN JBE X 120ML BIOQUIMICA;34;156;38;BIOQUIMICA;96.75;96.75;MEDICAMENTOS;2024-11-25;POLIVITAMIICO;0.00;0.00;0.000;0.000
102004;7598677000032;DOXICICLINA 100MG X 10 CAPSULAS CLEOPHARMA;49;183;48;CLEO;213.04;213.04;MEDICAMENTOS;2026-11-25;DOBESILATO DE CALCIO;0.00;0.00;0.000;0.000
060654;6942189304163;DOXICICLINA 100MG X 10 TAB KMPLUS;0;1;0;KMPLUS;74.88;74.88;MEDICAMENTOS;NULL;DOBESILATO DE CALCIO;0.00;0.00;0.000;0.000
51212;7598252001225;DOXICLAV  250MG+62,5MG/5ML X 60ML DISTRILAB;29;42;87;DISTRILAB;292.98;292.98;MEDICAMENTOS;2026-05-25;AMOXICILINA -ACIDO CLAVULANICO ;0.00;0.00;0.000;0.000
602332;7598252000266;DOXICLAV 1GR X 14 TAB DISTRILAB;0;3;204;DISTRILAB;355.39;355.39;MEDICAMENTOS;NULL;AMOXICILINA -ACIDO CLAVULANICO ;0.00;0.00;0.000;0.000
11045;7591585110459;DOXIUM 500 MG X 20  CAPS. LETI;0;15;31;LETI;387.90;387.90;MEDICAMENTOS;NULL;DOBESILATO DE CALCIO;0.00;0.00;0.000;0.000
810612;7592803002532;DROPIL 100 MG X 40 TAB DOLLDER;33;78;85;DOLLDER;367.65;367.65;MEDICAMENTOS;2025-11-25;QUETIAPINA ;0.00;0.00;0.000;0.000
810622;7592803002549;DROPIL 200 MG X 40 TAB DOLLDER;39;44;0;DOLLDER;527.61;527.61;MEDICAMENTOS;2026-02-25;QUETIAPINA ;0.00;0.00;0.000;0.000
810602;7592803002525;DROPIL 25 MG X 40 TAB DOLLDER;127;38;70;DOLLDER;261.87;261.87;MEDICAMENTOS;2025-11-25;QUETIAPINA ;0.00;0.00;0.000;0.000
900057;7401078900057;DROSPERA  28 COMP.;35;0;0;EXELTIS;449.79;449.79;MEDICAMENTOS;2025-04-25;DROSPIRENONA -ETINILESTRADIOL;0.00;0.00;0.000;0.000
301483;7598981000742;DULOXETINA 30MG X 7 TAB;271;278;138;ZENITH HEALTH;291.52;291.52;MEDICAMENTOS;2025-09-25;DULOXETINE (30 mg);0.00;0.00;0.000;0.000
89675;7591196002204;DUOVENT SOLUCION PARA INHALAR 15 ML OFTALMI;2036;775;187;OFTALMI;526.02;526.02;MEDICAMENTOS;2025-11-25;BROMURO DE IPRATROPIO - BROMHIDRATO DE FENOTEROL;0.00;0.00;0.000;0.000
175101;7591818219324;DUROCOF 20 MG X 2 TAB. COFASA;21;53;58;COFASA;29.89;29.89;MEDICAMENTOS;2025-05-25;TADALAFIL ;0.00;0.00;0.000;0.000
63250;7591020008440;DUROVAL  50MG X 10 TAB REC VALMOR;315;423;141;VALMOR;280.78;280.78;MEDICAMENTOS;2027-04-25;SILDENAFIL ;0.00;0.00;0.000;0.000
41787;7591020003230;DUROVAL  50MG X 2 TAB REC  VALMOR;1442;1105;938;VALMOR;62.71;62.71;MEDICAMENTOS;2028-07-25;SILDENAFIL ;0.00;0.00;0.000;0.000
06337;7591020005012;DUROVAL 50MG X 1 TAB REC VALMOR;2955;2771;1236;VALMOR;35.57;35.57;MEDICAMENTOS;2028-09-25;SILDENAFIL ;0.00;0.00;0.000;0.000
100210;7591020006330;DUROVAL TAB 100MG X 1 VALMOR;762;642;723;VALMOR;65.52;65.52;MEDICAMENTOS;2028-08-25;SILDENAFIL ;0.00;0.00;0.000;0.000
100357;7591020009386;DUROVAL TAB 100MG X 2 TAB VALMOR;344;605;232;VALMOR;91.25;91.25;MEDICAMENTOS;2028-11-25;SILDENAFIL ;0.00;0.00;0.000;0.000
74574;7591020005029;DUROVAL TAB 50MG X 3 VALMOR;527;495;326;VALMOR;89.85;89.85;MEDICAMENTOS;2028-07-25;SILDENAFIL ;0.00;0.00;0.000;0.000
96310;7591651932299;DUVADILAN 10mg COMPRIMIDOS x 30 ZUOZ;129;153;64;ZUOZ;390.09;390.09;MEDICAMENTOS;2028-07-25;ISOXSUPRINA CLORHIDRATO;0.00;0.00;0.000;0.000
171110;7591651001711;DUVADILAN 10MG/2ML X 3 AMPOLLAS ZUOZ;57;210;62;ZUOZ;325.08;325.08;MEDICAMENTOS;2026-10-25;ISOXSUPRINA CLORHIDRATO;0.00;0.00;0.000;0.000
200969;7598252000969;DYNAZOL 40GR DISTRILAB;40;0;0;DISTRILAB;214.99;214.99;MEDICAMENTOS;2026-04-25;METRONIDAZOL;0.00;0.00;0.000;0.000
10057;7730969302879;EDAGAN 200MG X 30 COM ROEMMERS;125;69;37;ROEMMERS;655.31;655.31;MEDICAMENTOS;2025-03-25;QUETIAPINA ;0.00;0.00;0.000;0.000
08035;75971267;EFAZTAS 1GR AMP IV/IM ALESS PHARMACEUTICAL;30;45;60;ALESS;47.86;47.86;ESPECIALES;2025-06-25;CEFAZOLINA ;0.00;0.00;0.000;0.000
759124;7591243814347;EKIKAL ALIMENTO LIQUIDO SUSP 120ML  BIOTECH;0;36;0;BIOTECH;258.00;258.00;MEDICAMENTOS;NULL;MULTIVITAMINICO ;0.00;0.00;0.000;0.000
23057;7597467000856;ELECTRODO ADULTO PLUSMEDIC  SOBRE X 50;23;26;36;PLUSMEDIC;284.47;284.47;MISCELANEOS;2028-05-25;;0.00;0.00;0.000;0.000
10056;7597467000863;ELECTRODO PEDIATRICO SOBRE X 50 PLUSMEDIC;34;45;10;PLUSMEDIC;227.37;227.37;MISCELANEOS;2025-04-25;;0.00;0.00;0.000;0.000
32598-1;7591616001930;EMULSION ACEITE DE HIGADO DE BACALAO 180 CC;0;0;47;BIOFARCO;180.60;180.60;PATENTADOS NATURALES;NULL;VITAMINA A -VITAMINA D;0.00;0.00;0.000;0.000
140375;7592454141109;ENALAPRIL 10 MG  X 20 TABLETAS   LA SANTE;726;91;192;LA SANTE;45.14;45.14;MEDICAMENTOS;2025-10-25;ENALAPRIL ;0.00;0.00;0.000;0.000
37851;7591585378514;ENALAPRIL 10 MG X 30 TAB LETI;103;222;405;LETI;47.19;47.19;MEDICAMENTOS;2027-01-25;ENALAPRIL ;0.00;0.00;0.000;0.000
00181;7594001101208;ENALAPRIL 10 MG X 30 TAB PLUSANDEX;0;10;0;PLUSANDEX;59.34;59.34;MEDICAMENTOS;NULL;ENALAPRIL ;0.00;0.00;0.000;0.000
27853;7591585278531;ENALAPRIL 20 MG X 10 COM  GENVEN;1;3;0;LETI;22.87;22.87;MEDICAMENTOS;2025-05-25;ENALAPRIL ;0.00;0.00;0.000;0.000
2201008;7591519051643;ENALAPRIL 20 MG X 30 TAB CALOX;145;121;96;CALOX;76.97;76.97;MEDICAMENTOS;2026-01-25;ENALAPRIL ;0.00;0.00;0.000;0.000
37853;7591585378538;ENALAPRIL 20 MG X 30 TAB GENVEN;1;1;0;LETI;62.27;62.27;MEDICAMENTOS;2026-01-25;ENALAPRIL ;0.00;0.00;0.000;0.000
00180;7594001101222;ENALAPRIL 20 MG X 30 TAB PLUSANDEX;0;1;0;PLUSANDEX;69.66;69.66;MEDICAMENTOS;NULL;ENALAPRIL ;0.00;0.00;0.000;0.000
143723;7592454889711;ENALAPRIL 20MG X 30 TABLETAS LA SANTÉ;1;1;0;LA SANTE;83.51;83.51;MEDICAMENTOS;0000-00-00;ENALAPRIL ;0.00;0.00;0.000;0.000
40016;;ENTEREX DBT VAINILLA  8 ONZAS;0;0;1;VICTUS;122.55;122.55;SUPLEMENTOS ALIMENTICIOS;NULL;;0.00;0.00;0.000;0.000
150017;612197944441;ENTEREX HEPATIC VAINILLA X 110G MEGALABS;49;92;45;VICTUS;717.23;717.23;SUPLEMENTOS ALIMENTICIOS;2024-11-25;;0.00;0.00;0.000;0.000
150022;612197500005;ENTEREX PROTEINEX x 275G MEGALABS;308;43;10;VICTUS;1354.49;1354.49;SUPLEMENTOS ALIMENTICIOS;2026-09-25;;0.00;0.00;0.000;0.000
11604;612197211604;ENTEREX TOTAL CHOCOLATE LIQUIDO 237ML MEGALAB;69;51;14;VICTUS;132.87;132.87;SUPLEMENTOS ALIMENTICIOS;2024-12-25;;0.00;0.00;0.000;0.000
125208;612197125208;ENTEREX TOTAL POLVO FRUTILLA 400G MEGALBAS;61;238;65;VICTUS;730.13;730.13;SUPLEMENTOS ALIMENTICIOS;2025-04-25;;0.00;0.00;0.000;0.000
150021;612197125000;ENTEREX TOTAL POLVO VAINILLA 400G MEGALABS;4;32;16;VICTUS;730.13;730.13;SUPLEMENTOS ALIMENTICIOS;2025-09-25;FORMULA NUTRICIONAL HIPERPROTEICA;0.00;0.00;0.000;0.000
11161;612197211161;ENTEREX TOTAL VAINILLA LIQUIDO 237 ML MEGALAB;63;7;5;VICTUS;132.87;132.87;SUPLEMENTOS ALIMENTICIOS;2024-08-25;;0.00;0.00;0.000;0.000
24000025;3582910009900;ENTEROGERMINA 2BUFC/5ML SUSP ORAL SANOFI;52;32;67;CALOX;904.94;904.94;MEDICAMENTOS;2025-05-25;LACTOBACILOS RHAMNOSUS (150.000.000 - 1.500.000.000 UFC);0.00;0.00;0.000;0.000
63201;7591020081078;EPITRAL 100MG X 30 TAB VALMOR;411;387;852;VALMOR;230.24;230.24;MEDICAMENTOS;2026-02-25;LAMOTRIGINA ;0.00;0.00;0.000;0.000
63202;7591020081092;EPITRAL 50MG X 30 TAB VALMOR;1246;0;19;VALMOR;162.86;162.86;MEDICAMENTOS;2026-01-25;LAMOTRIGINA ;0.00;0.00;0.000;0.000
56321;7592430000505;EPIVITAL CAP X 15 JERICO;333;0;302;JERICO;340.56;340.56;MEDICAMENTOS;2025-11-25;VITAMINAS+MINERALES;0.00;0.00;0.000;0.000
00599;7592601100805;EQUALIV TABS X 30 MEYER;613;982;487;MEYER;184.86;184.86;MEDICAMENTOS;2025-10-25;VALERIANA;0.00;0.00;0.000;0.000
7257;723592772857;EQUIPO PERICRANEAL 21FR CAJA X 100 BRIUTCARE;8;19;10;BRIUTCARE;370.23;370.23;DESCARTABLES;2026-12-25;;0.00;0.00;0.000;0.000
7218;723592772918;EQUIPO PERICRANEAL 23FR CAJA X 100 BRIUTCARE;1;35;10;BRIUTCARE;370.23;370.23;DESCARTABLES;2026-12-25;;0.00;0.00;0.000;0.000
815758-1;7591243815801;ERILON 0.01% CREMA X 15 GR  BIOTECH;142;166;64;BIOTECH;225.75;225.75;MEDICAMENTOS;2026-10-25;DESONIDA ;0.00;0.00;0.000;0.000
815758;7591243815757;ERILON 0.05% CREMA X 15 GR  BIOTECH;228;86;130;BIOTECH;193.50;193.50;MEDICAMENTOS;2025-08-25;DESONIDA ;0.00;0.00;0.000;0.000
75010;7593212000010;ERVOSTAL X 30 COMP RECUBIERTOS INTERFARMACEUT;0;1;52;ERVOSTAL;740.45;740.45;MEDICAMENTOS;NULL;FENOBARBITAL ERGOTAMINA BELLADONA;0.00;0.00;0.000;0.000
720198;720524031198;ESCITALOPRAM 10 MG X 14 TAB REC LATTAN;245;178;0;LATTAN;130.03;130.03;MEDICAMENTOS;2024-12-25;ESCITALOPRAM OXALATO ;0.00;0.00;0.000;0.000
85414;7591519317534;ESCITALOPRAM 10 MG X 28 TAB REC CALOX;68;34;21;CALOX;332.35;332.35;MEDICAMENTOS;2026-01-25;ESCITALOPRAM OXALATO ;0.00;0.00;0.000;0.000
12095;7591619520582;ESCITALOPRAM 1MG/ML SOL ORAL X 120ML ROWE;14;9;5;ROWE;184.47;184.47;MEDICAMENTOS;2025-07-25;ESCITALOPRAM OXALATO ;0.00;0.00;0.000;0.000
17534;7591519317541;ESCITALOPRAM 20 MG X 14 TAB REC CALOX;118;118;154;CALOX;215.13;215.13;MEDICAMENTOS;2025-12-25;ESCITALOPRAM OXALATO ;0.00;0.00;0.000;0.000
800824;7597758000824;ESOFLUX  40MG PVO INY AMP X 1 AMP ALESS;0;61;0;ALESS;74.20;74.20;INYECTABLES;NULL;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
890218;8904306502218;ESOMEPRAZOL - ESONIUM 40MG X 100 TAB PRISM;43;10;0;PRISM;300.62;300.62;MEDICAMENTOS;2025-12-25;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
144071;7592454890076;ESOMEPRAZOL 20 MG X 14 TAB LA SANTE;0;159;265;PHARMETIQUE;135.33;135.33;MEDICAMENTOS;NULL;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
144073;7592454890090;ESOMEPRAZOL 40 MG X 14 TAB LA SANTE;0;1;0;PHARMETIQUE;167.16;167.16;MEDICAMENTOS;NULL;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
30142548;7598981002548;ESOMEPRAZOL 40MG X 30 TAB;66;148;178;UNILINK PHARMA;188.08;188.08;MEDICAMENTOS;2026-06-25;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
44500;7598813000445;ESOMEPRAZOL 40MG X 7 CAP MM;79;259;35;KWALITY PHARMACEUTICAL INDIA;28.56;28.56;MEDICAMENTOS;2025-12-25;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
142790;7592454889308;ESOZ 20 MG CAP X 28 PHARMETIQUE;199;0;0;PHARMETIQUE;269.27;269.27;MEDICAMENTOS;2025-10-25;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
144839;7592454891264;ESOZ 20MG X 7 CAPS  PHARMETIQUE;520;0;728;PHARMETIQUE;110.91;110.91;MEDICAMENTOS;2025-10-25;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
142791;7592454889292;ESOZ 40 mg CAP x 14 PHARMETIQUE;107;208;197;PHARMETIQUE;210.57;210.57;MEDICAMENTOS;2025-09-25;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
142792;7592454889315;ESOZ 40 mg CAP X 28 PHARMETIQUE;0;0;923;PHARMETIQUE;346.09;346.09;MEDICAMENTOS;NULL;ESOMEPRAZOL ;0.00;0.00;0.000;0.000
1123160;7591955558300;ESPARFLIN 5MG X 10 COMP ROWE;408;531;26;KLINOS;90.30;90.30;MEDICAMENTOS;2025-02-25;DESLORATADINA ;0.00;0.00;0.000;0.000
1123161;7591955558294;ESPARFLIN JARABE X 50ML ROWE;134;44;0;KLINOS;109.65;109.65;MEDICAMENTOS;2026-06-25;DESLORATADINA ;0.00;0.00;0.000;0.000
96214;7592601301127;ESPIRONOLACTONA 100MG X 10 TAB MEYER;165;121;80;MEYER;458.54;458.54;MEDICAMENTOS;2024-07-25;ESPIRONOLACTONA;0.00;0.00;0.000;0.000
1061286;8904177406578;ESPIRONOLACTONA 100MG X 100 TABLETAS JMW;0;22;0;JMW;846.36;846.36;MEDICAMENTOS;NULL;ESPIRONOLACTONA;0.00;0.00;0.000;0.000
30984;7592601300984;ESPIRONOLACTONA 25MG TAB X 20 MEYER;0;1748;284;MEYER;239.14;239.14;MEDICAMENTOS;NULL;ESPIRONOLACTONA;0.00;0.00;0.000;0.000
160215;7598813000308;ESPIRONOLACTONA 25MG X 10 TAB MM;491;206;175;KWALITY PHARMACEUTICAL INDIA;111.07;111.07;MEDICAMENTOS;2025-12-25;ESPIRONOLACTONA;0.00;0.00;0.000;0.000
9902;723592772994;ESPONJA DE LAPARATOMIA ESTERIL (COMPRESA) BRI;532;213;193;BRIUTCARE;132.02;132.02;DESCARTABLES;2026-12-25;;0.00;0.00;0.000;0.000
03268;7591020080538;ESQUIDONE 1 MG X 30 TAB REC VALMOR;418;120;244;VALMOR;210.59;210.59;MEDICAMENTOS;2025-07-25;RISPERIDONA ;0.00;0.00;0.000;0.000
10290;7591020080590;ESQUIDONE 2 MG X 30 TAB VALMOR;49;99;63;VALMOR;279.37;279.37;MEDICAMENTOS;2025-07-25;RISPERIDONA ;0.00;0.00;0.000;0.000
03261;7591020080521;ESQUIDONE 3 MG X 30 TAB REC VALMOR;86;142;60;VALMOR;350.97;350.97;MEDICAMENTOS;2024-11-25;RISPERIDONA ;0.00;0.00;0.000;0.000
01022;7592946064244;ESTIN X 240ML (ESTIMUL INMUNOLOG) ARCO IRIS;16;0;6;ARCO IRIS;234.24;234.24;PATENTADOS NATURALES;2026-02-25;;0.00;0.00;0.000;0.000
232257;8904250515456;ESTRASYN 0.01% CREMA X 30GR;0;13;92;SYNOKEN PHARMACEUTICALS LTD;265.51;265.51;MEDICAMENTOS;NULL;ESTRADIOL (0,1%);0.00;0.00;0.000;0.000
25524;787790469452;ETERNAL GEL ARNICA 8OZ ALIVIA INFLAMACION;0;6;0;ETERNAL;177.48;177.48;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
1064294;8904180212968;ETORICOXIB  (BICOXIT) 60MG X 10 TABLE JMW;644;950;955;JMW;147.21;147.21;MEDICAMENTOS;2024-06-25;ETORICOXIB;0.00;0.00;1.000;1.000
1064295;8904180212951;ETORICOXIB (BICOXIT) 90MG X 10 TABLE JMW;651;954;959;JMW;147.21;147.21;MEDICAMENTOS;2024-07-25;ETORICOXIB;0.00;0.00;0.000;0.000
85627;7591519317275;ETORICOXIB 60MG X 10 TAB CALOX;159;186;119;CALOX;152.84;152.84;MEDICAMENTOS;2025-11-25;ETORICOXIB;0.00;0.00;0.000;0.000
125004;7598176000465;ETORICOXIB 90MG X 10 TAB ANGELUS;356;13;14;ANGELUS;122.70;122.70;MEDICAMENTOS;2026-02-25;ETORICOXIB;0.00;0.00;0.000;0.000
