CODIGO;DESCRIPCION;PRECIO;CANTIDAD;DCTO;MARGENFAR;DCTO_UFI;EMPAQUE;DCTO_EMPQUE;CODBARRAS;TIPO;CODPROV;LOTE;FECHA_EXP;REGULADO;CADENA_FRIO;DCTO_COMER;DCTO_PP;ORIGINAL;UMF;FECHAINGRESO;ADM
11202;JENGIBRE MIEL FC JBE120CC; 232.02; 88;0.00; 0.00;0.00; 0; 0.00;7593090001185;N;XM;11092353;2025-09;N;NO;4.00; 0.00;24;1;2024-03-11;0
13816;JENGIMIEL JBE CURCU 120ML; 180.70; 142; 0.00; 0.00;0.00; 0; 0.00;745760033836; A;JN;011023;2025-10;N;NO;4.00; 0.00;72;1;2024-03-15;0
JN100;JENGIMIEL JBE.AD. 120ML.;180.70; 351; 0.00; 0.00;0.00; 0; 0.00;7592520000019;N;JN;021123;2026-11;N;NO;4.00; 0.00;72;1;2024-03-15;0
JN110;JENGIMIEL JBE.PED. 120ML.; 180.70; 208; 0.00; 0.00;0.00; 0; 0.00;7592520000026;N;JN;050323;2026-03;N;NO;4.00; 0.00;72;1;2024-03-15;0
JN120;JENGIMIEL SABILA JBE.120ML.; 180.70; 139; 0.00; 0.00;0.00; 0; 0.00;7592520000033;N;JN;021123;2026-11;N;NO;4.00; 0.00;72;1;2024-03-15;0
AY176;JER 10CC 21X1-1/2 KX X100; 409.50; 157; 0.00; 0.00;5.00; 0; 0.00;10813333013879; C;KH;230804;2028-08;N;NO;4.00; 0.00;12;1;2024-03-09;0
AY178;JER 20CC 21X1-1/2 KX X50;377.00; 333; 0.00; 0.00;5.00; 0; 0.00;10813333010861; C;KH;230412;2028-04;N;NO;4.00; 0.00;16;1;2024-03-09;0
AY171;JER 3CC 21X1-1/2 KX X100;338.00; 428; 0.00; 0.00;5.00; 0; 0.00;10813333013824; C;KH;221026;2027-11;N;NO;4.00; 0.00;24;1;2024-03-09;0
AY173;JER 5CC 21X1-1/2 KX X100;351.00; 365; 0.00; 0.00;5.00; 0; 0.00;10813333013848; C;KH;221026;2027-11;N;NO;4.00; 0.00;16;1;2024-03-09;0
KX175;JER INSUL 29X1/2 KX X100;383.50; 135; 0.00; 0.00;5.00; 0; 0.00;10813333013909; C;KH;221026;2027-11;N;NO;4.00; 0.00;30;1;2024-03-09;0
AY256;JER INSUL 30X1/2 KX X100;383.50; 119; 0.00; 0.00;5.00; 0; 0.00;10813333013916; C;KH;221026;2027-11;N;NO;4.00; 0.00;30;1;2024-03-09;0
18960;JOHNSONS AC CAB.CLA.400ML; 166.20; 29;0.00; 0.00;0.00; 0; 0.00;7702031293323;C;100951;2203COA; 2026-08;N;NO;4.00; 0.00;12;1;2024-03-17;0
18961;JOHNSONS AC GOTAS B.200ML; 101.51; 17;0.00; 0.00;0.00; 0; 0.00;7702031293415;C;100951;2613;2026-09;N;NO;4.00; 0.00;12;1;2024-03-17;0
18959;JOHNSONS AC ORIG.G.400ML;166.20; 25;0.00; 0.00;0.00; 0; 0.00;7702031293439;C;100951;2173COA; 2026-08;N;NO;4.00; 0.00;12;1;2024-03-17;0
18963;JOHNSONS B.LIQ. C.P 200ML; 126.54; 42;0.00; 0.00;0.00; 0; 0.00;7702031318293;C;100951;2723COB; 2026-09;N;NO;4.00; 0.00;12;1;2024-03-17;0
18962;JOHNSONS B.LIQ. C.P 400ML; 210.11; 19;0.00; 0.00;0.00; 0; 0.00;7702031318316;C;100951;1753COB; 2026-05;N;NO;4.00; 0.00;12;1;2024-03-17;0
18977;JOHNSONS CH CAB.CL 100ML;70.82;11;0.00; 0.00;0.00; 0; 0.00;7702031293217;C;100951;2643COB; 2025-09;N;NO;4.00; 0.00;12;1;2024-03-17;0
18976;JOHNSONS CH CAB.CL 200ML;101.51; 73;0.00; 0.00;0.00; 0; 0.00;7702031293231;C;100951;2793COB; 2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
18975;JOHNSONS CH CAB.CL 400ML;166.20; 49;0.00; 0.00;0.00; 0; 0.00;7702031293248;C;100951;2513COB; 2025-08;N;NO;4.00; 0.00;12;1;2024-03-17;0
18973;JOHNSONS CH CAB.OSC.200ML; 101.51; 46;0.00; 0.00;0.00; 0; 0.00;7702031293286;C;100951;2653COB; 2025-09;N;NO;4.00; 0.00;12;1;2024-03-17;0
18972;JOHNSONS CH CAB.OSC.400ML; 166.20; 17;0.00; 0.00;0.00; 0; 0.00;7702031293293;C;100951;225043;2025-07;N;NO;4.00; 0.00;12;1;2024-03-17;0
18978;JOHNSONS CH HID.INT.400ML; 166.20; 32;0.00; 0.00;0.00; 0; 0.00;7702031293194;C;100951;224905;2025-07;N;NO;4.00; 0.00;12;1;2024-03-17;0
18971;JOHNSONS CH ORIG.G 100ML;70.82;33;0.00; 0.00;0.00; 0; 0.00;7702031291534;C;100951;3143COB; 2025-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
18970;JOHNSONS CH ORIG.G 200ML;101.51; 60;0.00; 0.00;0.00; 0; 0.00;7702031291565;C;100951;2763COB; 2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
18969;JOHNSONS CH ORIG.G 400ML;166.20; 68;0.00; 0.00;0.00; 0; 0.00;7702031291510;C;100951;2793COB; 2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
18964;JOHNSONS COLONIA S. 200ML; 137.40; 88;0.00; 0.00;0.00; 0; 0.00;7702031515203;C;100951;2733COB; 2026-09;N;NO;4.00; 0.00;12;1;2024-03-17;0
18968;JOHNSONS CP HID.INT.200ML; 121.82; 6; 0.00; 0.00;0.00; 0; 0.00;7702031878452;C;100951;227421;2026-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
18966;JOHNSONS CR.H. A.D 200ML;110.49; 50;0.00; 0.00;0.00; 0; 0.00;7702031036746;C;100951;2423;2026-08;N;NO;4.00; 0.00;12;1;2024-03-17;0
18967;JOHNSONS CR.H.AVENA 200ML; 110.49; 27;0.00; 0.00;0.00; 0; 0.00;7891010046859;C;100951;225970;2026-09;N;NO;4.00; 0.00;12;1;2024-03-17;0
18965;JOHNSONS CR.HIDR. 200ML.;110.49; 15;0.00; 0.00;0.00; 0; 0.00;7891010037185;C;100951;3193;2026-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
19272;JUVIMOX-CV 500/125 X10TA;175.02; 39;0.00; 0.00;0.00; 0; 0.00;8906156850273;M;100760;ST23118; 2025-05;N;NO;4.00; 0.00;60;1;1900-01-01;0
KV991;KALMAX COMP. X10TAB.MAST.; 279.50; 381; 0.00; 0.00;0.00; 0; 0.00;7591821802995;M;TA;2307328; 2025-09;N;NO;4.00; 0.00;24;1;2024-03-09;0
AP910;KAPET 75MG. X14TA; 151.23; 407; 0.00; 0.00;0.00; 0; 0.00;7592601201137;M;AP;332306;2025-09;N;NO;4.00; 0.00;300; 1;2024-03-13;0
AP940;KAPET 75MG. X30TA; 324.10; 34;0.00; 0.00;0.00; 0; 0.00;7592601201175;M;AP;332308;2025-11;N;NO;4.00; 0.00;300; 1;2024-03-13;0
13424;KATIVIL SOL.ORAL S/A120ML; 290.47; 235; 0.00; 0.00;40.00;0; 0.00;7591818716694;M;CO;30153; 2026-06;N;NO;4.00; 0.00;12;1;2024-03-11;0
15257;KATIVIL SOL.ORAL S/A90ML;244.83; 100; 0.00; 0.00;40.00;0; 0.00;7591818000205;M;CO;30051; 2026-03;N;NO;4.00; 0.00;12;1;2024-03-11;0
HI109;KATRIN 30MG. 1ML. X3A; 193.19; 75;0.00; 0.00;0.00; 0; 0.00;7592637007567;M;HI;B23N588; 2026-11;N;NO;4.00; 0.00;75;1;2024-03-15;0
18795;KEDALEN 10MG. SOL.ORAL120; 156.59; 301; 0.00; 0.00;15.00;0; 0.00;7590027003045;M;SP;144; 2026-01;N;NO;4.00; 0.00;24;1;2024-03-09;0
17927;KELAC 10MG. X10TS; 104.00; 355; 0.00; 0.00;40.00;0; 0.00;7591619000749;M;KN;0001;2024-09;N;NO;4.00; 0.00;24;1;2024-01-31;0
GP750;KELAC 30MG.IM-IV 1ML. X1A; 130.00; 90;0.00; 0.00;5.00; 0; 0.00;7594000491218;M;KN;0055;2027-08;N;NO;4.00; 0.00;66;1;2024-03-09;0
HU140;KELAC 30MG.IM-IV 1ML. X3A; 260.00; 89;0.00; 0.00;5.00; 0; 0.00;7591619000312;M;KN;0055;2027-08;N;NO;4.00; 0.00;24;1;2024-03-09;0
LP700;KELFEN 100MG. X20CO; 195.00; 69;0.00; 0.00;5.00; 0; 0.00;7591955001370;M;KN;0017;2027-09;N;NO;4.00; 0.00;24;1;2024-03-09;0
LP810;KELFEN 50MG. X10CA;123.50; 91;0.00; 0.00;5.00; 0; 0.00;7591955001660;M;KN;0011;2026-03;N;NO;4.00; 0.00;24;1;2024-03-09;0
PD729;KELFEN GEL TOPICO 30GR.; 208.00; 225; 0.00; 0.00;5.00; 0; 0.00;7591955001677;M;KN;0024;2025-08;N;NO;4.00; 0.00;24;1;2024-03-14;0
18280;KEPIN 100MG/2ML. X6A;179.08; 89;0.00; 0.00;0.00; 0; 0.00;5791421;M;XN;3003;2024-09;N;NO;4.00; 0.00;20;1;2024-03-11;0
BP220;KEPPRA 1000MG. X30TA;2232.10;10;0.00; 0.00;10.00;0; 0.00;7441026002099;M;TA;375893;2026-01;N;NO;4.00; 0.00;24;1;2024-03-09;0
GL210;KEPPRA 100MG. SOL.ORAL300; 2575.30;10;0.00; 0.00;10.00;0; 0.00;7441026001979;M;TA;1724;2026-04;N;NO;4.00; 0.00;20;1;2024-03-09;0
BP230;KEPPRA 500MG. X30TA; 1309.50;18;0.00; 0.00;10.00;0; 0.00;7441026001986;M;TA;375899;2026-03;N;NO;4.00; 0.00;24;1;2024-03-09;0
17513;KEPRORET SOL.ORAL 120ML.;120.26; 41;0.00; 0.00;0.00; 0; 0.00;7591196006127;M;LO;082480;2025-08;N;NO;4.00; 0.00;20;1;2024-03-11;0
15959;KERATIUM NP X60CA; 243.36; 41;0.00; 0.00;20.00;0; 0.00;7592430000567;N;ZW;01230623;2025-06;N;NO;4.00; 0.00;24;1;2024-03-14;0
VA551;KETAZOL 20MG. CREMA 15GR.; 135.95; 355; 0.00; 0.00;25.00;0; 0.00;7592349429787;M;VA;2311553; 2028-11;N;NO;4.00; 0.00;117; 1;2024-03-09;0
VA453;KETAZOL 400MG. X3OVU.VAG.; 382.20; 47;0.00; 0.00;25.00;0; 0.00;7592349430677;M;VA;2302267; 2028-02;N;NO;4.00; 0.00;60;1;2024-03-09;0
DP270;KETOCONAZOL DP CR. 2% 15GR.; 113.79; 1040;0.00; 0.00;0.00; 0; 0.00;7592616584027;M;DP;40170; 2026-01;N;NO;4.00; 0.00;120; 1;2024-03-09;0
14953;KETOCONAZOL PORT2% CR20GR; 111.53; 182; 0.00; 0.00;0.00; 0; 0.00;7750215003817;M;100776;2073953; 2026-07;N;NO;4.00; 0.00;100; 1;2024-03-09;0
DP025;KETOMIZOL 2% CR.TOP.15GR.; 92.69;818; 0.00; 0.00;0.00; 0; 0.00;7592616584119;M;DP;31043; 2025-10;N;NO;4.00; 0.00;120; 1;2024-03-09;0
13113;KETOPROFENO +MK 100X10CA;115.00; 589; 0.00; 0.00;10.00;0; 0.00;7591519000139;M;MK;34804; 2026-11;N;NO;4.00; 0.00;120; 1;2024-03-09;0
MK024;KETOPROFENO +MK 50 X 12; 89.00;407; 0.00; 0.00;0.00; 0; 0.00;7591519050905;M;MK;34902; 2026-01;N;NO;4.00; 0.00;120; 1;2024-03-09;0
MK519;KETOPROFENO +MK100;X20CA; 173.86; 582; 0.00; 0.00;10.00;0; 0.00;7591519003246;M;MK;34803; 2026-11;N;NO;4.00; 0.00;120; 1;2024-03-11;0
15363;KETOPROFENO ADN100 X10TA;34.91;3043;0.00; 0.00;5.00; 0; 0.00;8904159499789;M;100760;XT2C042; 2025-03;N;NO;4.00; 0.00;1000;1;2024-03-09;0
12734;KETOPROFENO BIO100MG.100A; 2258.88;12;0.00; 0.00;0.00; 0; 0.00;7800061000703;M;100687;23045305;2025-04;N;NO;4.00; 0.00;48;1;2024-03-14;0
CO450;KETOPROFENO CO100/2ML.X1A; 115.67; 128; 0.00; 0.00;0.00; 0; 0.00;7591818131039;M;CO;30134; 2027-06;N;NO;4.00; 0.00;72;1;2024-03-09;0
CO018;KETOPROFENO CO100MG.X10TA; 135.38; 262; 0.00; 0.00;0.00; 0; 0.00;7591818136058;M;CO;20416; 2026-10;N;NO;4.00; 0.00;36;1;2024-03-11;0
GN534;KETOPROFENO GN100 2ML.X2A; 251.34; 41;0.00; 0.00;0.00; 0; 0.00;7591585170781;M;LT;095; 2025-04;N;NO;4.00; 0.00;104; 1;2024-03-09;0
GN744;KETOPROFENO GN100 X20CA; 150.53; 323; 0.00; 0.00;0.00; 0; 0.00;7591585171993;M;LT;074; 2025-09;N;NO;4.00; 0.00;72;1;2024-03-09;0
GQ070;KETOPROFENO LS100 X20CA; 149.49; 1191;0.00; 0.00;5.00; 0; 0.00;7592454154055;M;100653;3505771; 2026-01;N;NO;4.00; 0.00;48;1;2024-03-13;0
11443;KETOPROFENO PX 100 X20TA;132.60; 277; 0.00; 0.00;0.00; 0; 0.00;7594001101185;M;RZ;7405;2029-02;N;NO;4.00; 0.00;48;1;2024-03-09;0
11442;KETOPROFENO PX100 X10TA; 92.30;961; 0.00; 0.00;0.00; 0; 0.00;7594001101178;M;RZ;7401;2029-02;N;NO;4.00; 0.00;48;1;2024-03-09;0
14384;KETOPROFENO TIA100MG.X10A; 344.76; 505; 0.00; 0.00;0.00; 0; 0.00;8904187861770;M;100794;GN543; 2025-08;N;NO;4.00; 0.00;180; 1;2024-03-09;0
14481;KETOPROFENO VITA100 X10A;282.36; 149; 0.00; 0.00;0.00; 0; 0.00;7709990751901;M;100687;A230294; 2025-04;N;NO;4.00; 0.00;144; 1;2024-03-09;0
LT237;KETOREL 30MG. IM-IV 1AMP.; 192.41; 69;0.00; 0.00;0.00; 0; 0.00;7591585217875;M;LT;004; 2024-11;N;NO;4.00; 0.00;78;1;2024-03-09;0
18698;KETOREL 30MG. X4CO;104.61; 58;0.00; 0.00;0.00; 0; 0.00;7591585117885;M;LT;001; 2025-08;N;NO;4.00; 0.00;24;1;2024-03-14;0
10104;KETOROLAC DOR0,5% OFT.5ML; 197.60; 51;0.00; 0.00;0.00; 0; 0.00;7795360008249;M;XN;S4301; 2025-12;N;NO;4.00; 0.00;35;1;2024-03-11;0
SP044;KETOROLAC SP10MG. X20CO; 112.18; 146; 0.00; 0.00;15.00;0; 0.00;7590027001942;M;SP;1263;2025-07;N;NO;4.00; 0.00;160; 1;2024-03-09;0
14972;KETOROLACO ADN IM/IV X10A; 242.02; 253; 0.00; 0.00;5.00; 0; 0.00;8904187828292;M;100760;GN1421;2026-03;N;NO;4.00; 0.00;144; 1;2024-03-13;0
17838;KETOROLACO ALP10MG. X10TA; 84.77;113; 0.00; 0.00;50.00;0; 0.00;7502226291932;M;100649;2208674; 2024-08;N;NO;4.00; 0.00;200; 1;2024-03-09;0
11934;KETOROLACO BIO30MG. X100A; 2353.00;33;0.00; 0.00;0.00; 0; 0.00;7800061000390;M;100687;22125111;2024-12;N;NO;4.00; 0.00;48;1;2024-01-30;0
18863;KETOROLACO DIS30 X3A;77.23;109; 0.00; 0.00;15.00;0; 0.00;7598252000860;M;100740;221224;2025-12;N;NO;4.00; 0.00;200; 1;2024-02-22;0
14292;KETOROLACO FM20MG. X10TA;52.00;400; 0.00; 0.00;0.00; 0; 0.00;8906005116581;M;100765;E11942203; 2025-01;N;NO;4.00; 0.00;240; 1;2024-03-09;0
13885;KETOROLACO LS30MG. X4TS; 131.12; 168; 0.00; 0.00;5.00; 0; 0.00;7703763791569;M;100653;3312750; 2025-05;N;NO;4.00; 0.00;48;1;2024-03-09;0
17837;KETOROLACO PSI30MG. X3A; 224.19; 172; 0.00; 0.00;20.00;0; 0.00;7501384549886;M;100649;9501023; 2025-10;N;NO;4.00; 0.00;180; 1;2024-03-09;0
15446;KETOVEN 2% CR.TOP. 30GR.;99.79;18;0.00; 0.00;0.00; 0; 0.00;7596347793581;M;100837;LK1V1225;2025-12;N;NO;4.00; 0.00;176; 1;2024-03-09;0
13049;KEVOL 500MG X10TA; 150.15; 49;0.00; 0.00;0.00; 0; 0.00;7460840717316;M;100737;216536;2025-10;N;NO;4.00; 0.00;50;1;2024-03-17;0
NP069;KID CAL T.FRUTTI 180CC.; 341.90; 80;0.00; 0.00;0.00; 0; 0.00;7591821102026;N;TA;2402056; 2026-02;N;NO;4.00; 0.00;12;1;2024-03-09;0
16714;KIT NEBUL. ANYCARE AD X1;127.40; 36;0.00; 0.00;0.00; 0; 0.00;9300601259203;C;TJ;20200820;2025-08;N;NO;4.00; 0.00;100; 1;1900-01-01;0
TJ010;KIT P/PACIENTE STANDAR X1; 188.50; 34;0.00; 0.00;0.00; 0; 0.00;64717657543;C;TJ;1042211; 2025-10;N;NO;4.00; 0.00;35;1;2024-03-09;0
16920;KLAFENAC R 100MG. X10CA; 113.06; 396; 0.00; 0.00;5.00; 0; 0.00;7592454153911;M;100653;3504894; 2025-08;N;NO;4.00; 0.00;48;1;2024-03-11;0
EL385;KLAS 100MG. X20CA; 109.30; 155; 0.00; 0.00;0.00; 0; 0.00;7591062011811;M;EL;23150A;2026-10;N;NO;4.00; 0.00;48;1;2024-03-09;0
EL380;KLAS JBE. 120 CC.; 131.01; 1121;0.00; 0.00;0.00; 0; 0.00;7591062011804;M;EL;23045A;2026-03;N;NO;4.00; 0.00;24;1;2024-03-09;0
EL615;KLAS JBE. 60 CC.;93.81;391; 0.00; 0.00;0.00; 0; 0.00;7591062011828;M;EL;23031A;2026-03;N;NO;4.00; 0.00;48;1;2024-03-09;0
10152;KLINCOSAL 262-100UVA 30TM; 247.00; 251; 0.00; 0.00;5.00; 0; 0.00;7591619519111;M;KN;0024;2026-01;N;NO;4.00; 0.00;24;1;2024-03-14;0
18196;KLOZENA 0,50MG. X30CO; 149.63; 148; 0.00; 0.00;0.00; 0; 0.00;788070698777; S;PC;230713;2025-09;N;NO;4.00; 0.00;120; 1;2024-03-09;0
18197;KLOZENA 2MG. X30CO;232.77; 58;0.00; 0.00;0.00; 0; 0.00;788070698784; S;PC;230716;2026-09;N;NO;4.00; 0.00;40;1;2024-03-09;0
19067;KN95 RESPIR. C.P NEGROX10; 117.26; 373; 0.00; 0.00;0.00; 0; 0.00;7597830004337;C;100900;221049;2027-09;N;NO;4.00; 0.00;40;1;2024-03-09;0
14192;KODAK BAT SUPER HD 9V.X1;41.18;41;0.00; 0.00;0.00; 0; 0.00;887930635409; C;100932;10X; 2026-01;N;NO;4.00; 0.00;48;1;2024-03-09;0
14193;KODAK BAT. SUPER RES. DX2; 33.06;16;0.00; 0.00;0.00; 0; 0.00;887930069365; C;100932;10X; 2025-02;N;NO;4.00; 0.00;12;1;2024-03-05;0
YZ003;KODAK ULTRA BAT. ALC.23A;32.11;90;0.00; 0.00;0.00; 0; 0.00;887930636055; C;100932;10X; 2025-01;N;NO;4.00; 0.00;72;1;2024-03-09;0
YZ006;KODAK XLIFE BAT.ALC.AA X2; 31.49;259; 0.00; 0.00;0.00; 0; 0.00;887930007794; C;100932;10X; 2033-04;N;NO;4.00; 0.00;48;1;2024-03-09;0
YZ007;KODAK XLIFE BAT.ALC.AAAX2; 31.49;511; 0.00; 0.00;0.00; 0; 0.00;887930329469; C;100932;10X; 2032-02;N;NO;4.00; 0.00;48;1;1900-01-01;0
15779;KOLNASI 500MG. X30CO;1019.49;60;0.00; 0.00;0.00; 0; 0.00;7840036103503;M;PC;19322; 2025-12;N;NO;4.00; 0.00;120; 1;2024-03-09;0
17608;KOLZIDE 0,25MG. X30CO; 178.36; 123; 0.00; 0.00;0.00; 0; 0.00;788070698753; M;PC;19140; 2026-11;N;NO;4.00; 0.00;40;1;2024-03-09;0
17609;KOLZIDE 1MG. X30CO;215.48; 116; 0.00; 0.00;0.00; 0; 0.00;788070698722; M;PC;17950; 2026-05;N;NO;4.00; 0.00;120; 1;2024-03-09;0
18636;KOTEX P.DIARIO PURE X50; 124.18; 9; 0.00; 0.00;0.00; 0; 0.00;7702425810860;C;100699;101023;2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
18637;KOTEX P.DIARIO U.FLEX X15; 44.38;5; 0.00; 0.00;0.00; 0; 0.00;7702425804814;C;100699;080723;2025-07;N;NO;4.00; 0.00;12;1;2024-03-17;0
18633;KOTEX PROT.DIARIO AB X50;118.04; 3; 0.00; 0.00;0.00; 0; 0.00;7702425809758;C;100699;091023;2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
18641;KOTEX TS FEM DIA/NOC X8; 83.57;10;0.00; 0.00;0.00; 0; 0.00;7702425807648;C;100699;210723;2025-07;N;NO;4.00; 0.00;12;1;2024-03-17;0
18639;KOTEX TS FEM FITNESS X10;57.60;9; 0.00; 0.00;0.00; 0; 0.00;7702425806511;C;100699;161023;2025-10;N;NO;4.00; 0.00;12;1;2024-03-13;0
12099;KOTEX TS NOC X8; 73.66;194; 0.00; 0.00;0.00; 0; 0.00;7702425803008;C;100699;211023;2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
17886;KURAZOL 2% CH. 100ML;405.86; 155; 0.00; 0.00;0.00; 0; 0.00;8904306503291;M;100851;E394;2025-07;N;NO;4.00; 0.00;100; 1;2024-03-09;0
NW680;L-ARGININA NW 500MG.100CA; 547.56; 56;0.00; 0.00;0.00; 0; 0.00;733739107978; N;NW;3304765; 2027-07;N;NO;4.00; 0.00;12;1;2024-03-09;0
13944;L-ARGININA PLUSX30CA VAL;277.88; 62;0.00; 0.00;0.00; 0; 0.00;617748376276; A;NQ;23L064;2027-12;N;NO;4.00; 0.00;24;1;2024-03-09;0
12398;L-CARNITINA 1G/10ML 120ML; 188.37; 333; 0.00; 0.00;0.00; 0; 0.00;7593090001123;M;XM;2308006; 2025-08;N;NO;4.00; 0.00;24;1;2024-03-12;0
NQ350;L-CARNITINA VAL500 X30CA;351.00; 79;0.00; 0.00;0.00; 0; 0.00;714439705527; A;NQ;23G037;2027-05;N;NO;4.00; 0.00;24;1;2024-03-09;0
18596;L-GLUTAMINA+B12 HP X60CA;259.34; 72;0.00; 0.00;12.00;0; 0.00;7592710005510;N;OJ;3232610; 2026-10;N;NO;4.00; 0.00;24;1;2024-03-13;0
12859;LA CAMPESINA HIER/VIT.800; 344.68; 4; 0.00; 0.00;0.00; 0; 0.00;7591016205716;A;NS;4032B589A; 2024-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
LO420;LACRIDOS SOL.OFT. 15CC.; 245.61; 6236;0.00; 0.00;0.00; 0; 0.00;7591196000286;M;LO;073762;2026-08;N;NO;4.00; 0.00;48;1;2024-03-11;0
LO544;LACRIFORT SOL.OFT. 15ML.;285.00; 4130;0.00; 0.00;20.00;0; 0.00;7591196004208;M;LO;I093477; 2025-10;N;NO;4.00; 0.00;45;1;2024-03-11;0
10153;LACTIBON FEM LOC.LIMP.240; 676.00; 33;0.00; 0.00;5.00; 0; 0.00;7703281000365;C;KN;S11636;2026-03;N;NO;4.00; 0.00;48;1;2024-03-09;0
14494;LACTOVAC SUSP. 12ML.;144.33; 1426;0.00; 0.00;0.00; 0; 0.00;7596855000027;A;100724;P0104240202; 2024-11;N;NO;4.00; 0.00;1044;1;2024-03-11;0
14495;LACTOVAC SUSP.PED. 12ML.;144.33; 977; 0.00; 0.00;0.00; 0; 0.00;7596855001031;A;100724;P0202240125; 2024-09;N;NO;4.00; 0.00;912; 1;2024-03-11;0
13045;LACTULOSA M66.7/100 240ML; 523.63; 55;0.00; 0.00;0.00; 0; 0.00;7460840417506;M;100737;071023;2026-10;N;NO;4.00; 0.00;24;1;2024-03-17;0
18109;LADY SS POW.FRESH ROLL50;84.04;50;0.00; 0.00;0.00; 0; 0.00;7509546060477;C;MN;3323MX1121;2025-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
18091;LADY SS POWDER AER150; 231.83; 38;0.00; 0.00;0.00; 0; 0.00;7509546073828;C;MN;3030MX5313;2024-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
18090;LADY SS POWDER BAR45;179.89; 23;0.00; 0.00;0.00; 0; 0.00;7509546066172;C;MN;3343US9614;2025-12;N;NO;4.00; 0.00;12;1;2024-03-17;0
17370;LADY SS. OMEGA3 AER150;193.59; 54;0.00; 0.00;0.00; 0; 0.00;7509546067902;C;MN;3354;2025-12;N;NO;4.00; 0.00;12;1;2024-03-17;0
17371;LADY SS. OMEGA3 BAR45; 161.01; 126; 0.00; 0.00;0.00; 0; 0.00;7509546067940;C;MN;3351US9623;2025-12;N;NO;4.00; 0.00;12;1;2024-03-17;0
17372;LADY SS. OMEGA3 ROLL50;96.32;90;0.00; 0.00;0.00; 0; 0.00;7509546067933;C;MN;3340MX1111;2025-12;N;NO;4.00; 0.00;12;1;2024-03-17;0
17369;LADY SS. PRO5 BAR45; 149.20; 95;0.00; 0.00;0.00; 0; 0.00;7509546057545;C;MN;3311US9613;2025-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
18738;LADYFA DISCO ALG.3X2 X80;118.16; 105; 0.00; 0.00;0.00; 0; 0.00;7591061640340;C;CH;23N06; 2028-11;N;NO;4.00; 0.00;8; 1;2024-03-09;0
18426;LAFARCAINA 2/1,5 M.LIM.16; 130.38; 412; 0.00; 0.00;0.00; 0; 0.00;7591062901297;M;EL;24015A;2026-02;N;NO;4.00; 0.00;36;1;2024-03-09;0
18282;LAFARCAINA 2/1,5 NRJA.X16; 130.38; 447; 0.00; 0.00;0.00; 0; 0.00;7591062901310;M;EL;23183A;2025-11;N;NO;4.00; 0.00;36;1;2024-03-09;0
18857;LAFARCAINA 2/1,5 TFRU X16; 130.38; 242; 0.00; 0.00;0.00; 0; 0.00;7591062901303;M;EL;23158A;2025-10;N;NO;4.00; 0.00;36;1;2024-03-09;0
12723;LAGRICOF SOL.OFT. 15ML.; 127.09; 693; 0.00; 0.00;0.00; 0; 0.00;7591818716861;M;CO;207043;2026-07;N;NO;4.00; 0.00;363; 1;1900-01-01;0
13117;LAGRIOFTOL 0,3%SOL.OFT.15; 201.80; 713; 0.00; 0.00;5.00; 0; 0.00;7703763081134;M;100653;3319198; 2025-10;N;NO;4.00; 0.00;330; 1;2024-03-11;0
HE210;LAMEDOR COMP. SOMA 120CC.; 75.01;39;0.00; 0.00;5.00; 0; 0.00;7596139000026;M;HE;JC604R;2026-01;N;NO;4.00; 0.00;24;1;1900-01-01;0
16296;LAMEDOR COMP.BF JBE120ML.; 135.73; 19;0.00; 0.00;0.00; 0; 0.00;7591616000766;N;100566;132602;2025-10;N;NO;4.00; 0.00;12;1;2024-03-09;0
11040;LAMEDOR FG JARABE 120ML.;115.41; 8; 0.00; 0.00;0.00; 0; 0.00;25525762; N;100603;2989;2026-08;N;NO;4.00; 0.00;20;1;2024-03-13;0
GL199;LAMICTAL 100MG. X30TDM;1170.00;65;0.00; 0.00;10.00;0; 0.00;5010706009295;M;TA;71JU;2025-07;N;NO;4.00; 0.00;72;1;2024-03-09;0
12554;LAMINAS ALGODON M X40UNI;38.03;15;0.00; 0.00;0.00; 0; 0.00;7591248841218;C;CR;M43602384121;2026-12;N;NO;4.00; 0.00;24;1;2024-03-09;0
11826;LAMOTRIGINA PSI100 X28TA;207.23; 328; 0.00; 0.00;0.00; 0; 0.00;7501384544003;M;100649;4630423; 2025-04;N;NO;4.00; 0.00;240; 1;2024-03-09;0
BQ230;LANCERAN GOTAS PED. 30ML.; 79.63;230; 0.00; 0.00;0.00; 0; 0.00;7594000850220;M;BQ;231206;2026-12;N;NO;4.00; 0.00;24;1;2024-03-09;0
