barcode;name;price_usd;sale;due_date;stock
7592601100232;DICLOFENAC SODICO 1% X 20GR CREMA TOPICA (CAMPAL) MEYER;4.21;0.00%;1/12/2027;1000
7598578000575;DICLOFENACO 1.16% X 30GR GEL TOPICO (DICLODAC) DAC55;1.57;0.00%;1/1/2026;1000
7750215005675;DICLOFENACO 1% X 50GR GEL ( PORTUGAL);2.27;0.00%;1/7/2027;1000
7703712030237;DICLOFENACO 1% X 50GR GEL (COASPHARMA);2.25;0.00%;1/12/2025;1000
8902036110550;DICLOFENACO 1% X 50GR GEL (DICLOGEL) UNIPHARMA;2.05;0.00%;1/12/2025;1000
8904250515456;ESTROGENO ESTRADIOL 0.01% X 30GR CREMA VAGINAL (ESTRASYN) TIARES;6.63;0.00%;1/10/2026;1000
8904187885998;ESTROGENOS CONJUGADOS 0.625MG X 47G CREMA VAGINAL (VINCENTI);12.53;0.00%;1/10/2025;1000
7596211000210;GEL DE DUCHA SYNDET X 400ML (ZOAH);7.23;0.00%;1/12/2026;1000
7596211000128;GEL DE LIMPIEZA INTIMA X 250ML (ZOAH);5.41;0.00%;1/10/2026;1000
7596211001064;GEL EXFOLIANTE FACIAL PROFUNDO X 50ML (ZOAH);3.88;0.00%;1/11/2025;1000
7596211001149;GEL LIMPIADOR FACIAL X 120ML (ZOAH);5.68;0.00%;1/2/2027;1000
7591616000667;GLICERINA UPS X 30ML (BIOFARCO);1.66;0.00%;1/2/2027;1000
18904187884240;HEPARINA 250 UI/G X 30G GEL TOP (HEPAROID) TIARES;5.95;0.00%;1/8/2026;1000
7597072000326;HIDRAMER X 200ML LOCION HIDRATANTE (BOOZ);6.59;0.00%;1/9/2025;1000
7703712034679;HIDROCORTISONA 1% X 15GR CREMA (COASPHARMA);2.77;0.00%;1/12/2026;1000
7750215003817;KETOCONAZOL 2% X 20GR CREMA (PORTUGAL);2.82;0.00%;1/7/2026;1000
736372692184;KETOCONAZOL 2% X 20GR CREMA TOPICA (H&M);2.31;0.00%;1/12/2025;1000
7899095203266;KETOCONAZOL-BETA-NEO 20/0.64/2.5 MG X 30GR CREMA TOPICA (BETRICORT) GEOLAB;3.30;0.00%;1/10/2025;1000
7598750000317;KETOPROFENO 2.5MG X 30GR GEL (LINDIMED);5.72;0.00%;1/1/2026;1000
7598750000324;LIDOCAINA 2% X 30GR JALEA (LIDOMED) PHARMAMED;5.54;0.00%;1/1/2026;1000
7598750000331;LIDOCAINA 5% X 30GR CREMA TOPICA (LIDOMED) PHARMAMED;5.94;0.00%;1/1/2026;1000
7598252000983;LIDOCAINA 5% X 40GR CREMA TOPICA (DISFARCAINA) DISTRILAB;9.35;0.00%;1/6/2026;1000
8904278593153;LOCION HUMECTANTE ALOE + VITAMINA E X 60ML (ALOEVIT-E) FAHD;2.54;0.00%;1/4/2025;1000
7597072001187;MENTOL/ALCANFOR/SALICILATO 10%-7%-2% X 40GR CREMA (BOOZSPORT) BOOZ;2.14;0.00%;1/9/2025;1000
18906047595679;METRONIDAZOL 1% X 40GR CREMA TOPICA (UNLINK);4.63;0.00%;1/2/2025;1000
7897917001311;METRONIDAZOL 100MG/G GEL VAG X 50G X 10 APLIC (FLAGIMAX);3.45;0.00%;1/8/2024;1000
7592803004086;METRONIDAZOL/MICONAZOL 15%/4% X 40GR CREMA VAGINAL (CEFIPLUS) DOLLDER;8.72;0.00%;1/11/2025;1000
7592601301615;METRONIDAZOL/MICONAZOL 15%/4% X 40GR CREMA VAGINAL (MICONAX) MEYER;7.40;0.00%;1/9/2026;1000
8904180213163;MICONAZOL 2% X 20GR CREMA TOPICA (JMW);3.99;0.00%;1/6/2024;1000
7896523208893;MICONAZOL 20MG X 28GR CREMA (CIMED);1.81;0.00%;1/4/2024;1000
7598578000612;MICONAZOL/OXIDO DE ZINC 2.5GR/150GR X 90GR CREMA TOPICA (CLONEDACBABY) DAC55;3.14;0.00%;1/1/2026;1000
21281084282;MOMETASONA 0.1% X 20GR CREMA 2X1 (ELOK) LIALI;1.59;0.00%;1/6/2024;1000
730170649111;MOMETASONA 0.1% X 30GR CREMA (KMPLUS);2.06;0.00%;1/7/2024;1000
21281084299;MOMETASONA 0.1% X 30ML LOCION TOPICA (ELOK) LIALI;1.38;0.00%;1/5/2024;1000
7597072000227;MOXIFLOXACINA 8% X 20GR CREMA (BACTROSIS) BOOZ;2.10;0.00%;1/7/2024;1000
7592601101093;MUPIROCIN 2% X 15GR CREMA (MUPROBAN) MEYER;7.33;0.00%;1/12/2025;1000
7592803004109;MUPIROCIN 2% X 15GR UNGUENTO (DALCITRIN) DOLLDER;5.68;0.00%;1/5/2025;1000
7598578000582;MUPIROCIN 2% X 30GR UNGUENTO TOPICO (DAC55);3.22;0.00%;1/8/2026;1000
7899095202511;NITRATO DE MICONAZOL 20MG X 80G CREMA VAGINAL X 14 APLIC (GINO-MIZONOL);4.73;0.00%;1/8/2024;1000
7598252001027;NITROFURANZONA 0.2% X 30GR CREMA (DIFURAZ) DISTRILAB;6.24;0.00%;1/6/2026;1000
736372692290;NITROFURAZONA 0.2% X 30GR UNGUENTO TOPICO (H&M);3.52;0.00%;1/1/2026;1000
7596211000227;PANTALLA SOLAR CORPORAL X 120ML (ZOAH);8.57;0.00%;1/11/2026;1000
7596211001118;PANTALLA SOLAR FACIAL X 50ML (ZOAH);6.77;0.00%;1/1/2027;1000
7591616000988;PASTA AL AGUA ANTIESCARAS X 100GR (BIOFARCO);4.12;0.00%;1/1/2027;1000
7703712033511;PIROXICAM 0.5% X 30GR GEL (COASPHARMA);1.72;0.00%;1/10/2024;1000
7591616001053;POMADA MENTOLADA X 30GR (BIOFARCO);1.71;0.00%;1/11/2026;1000
7591616001879;POMADA MENTOLADA X 50GR (BIOFARCO);3.57;0.00%;1/3/2026;1000
7598484000379;SALICILATO DE METILO/ALCANFOR 2GR/2GR X 120ML USO EXTERNO (METILFCANFOR) QUIMFAR;2.86;0.00%;1/7/2026;1000
7596211000159;SERUM FACIAL ANTIOXIDANTE X 30ML (ZOAH);5.63;0.00%;1/12/2026;1000
7596211000036;SERUM FACIAL ANTIEDAD X 30ML (ZOAH);5.79;0.00%;1/7/2026;1000
7596211000135;SERUM FORTE CEJAS Y PESTAñAS X 15ML (ZOAH);4.72;0.00%;1/8/2026;1000
7596211000111;SERUM INTIMO X 30ML (ZOAH);5.66;0.00%;1/9/2026;1000
7596211000258;SERUM REAFIRMANTE CORPORAL X 120ML (ZOAH);7.25;0.00%;1/11/2026;1000
7596211000104;SERUM THERAPY OLEO FACIAL X 30ML (ZOAH);5.87;0.00%;1/12/2026;1000
8904324102117;SILDENAFIL/LIDOCAINA 2%-2% X 10GR CREMA TOPICA (SILDECAINE) EDS;3.18;0.00%;1/8/2024;1000
7703712035034;SULFADIAZINA DE PLATA 1% X 30GR CREMA (COASPHARMA);4.06;0.00%;1/7/2025;1000
7598800000281;SULFADIAZINA DE PLATA 1% X 30GR CREMA (JD PHARMA);1.65;0.00%;1/4/2025;1000
736372692214;SULFADIAZINA DE PLATA 1% X 30GR CREMA TOPICA (H&M);2.79;0.00%;1/1/2026;1000
7750215021415;SULFADIAZINA DE PLATA 1%-LIDOCAINA 0.6% CREMA X 50G (PLATSIDERM) PORTUGAL;6.68;0.00%;1/11/2024;1000
7592601101154;TERBINAFINA 1% X 20GR CREMA (PERTEN) MEYER;5.38;0.00%;1/11/2026;1000
7592601301820;TERBINAFINA 1% X 20GR GEL (PERTEN) MEYER;6.10;0.00%;1/10/2025;1000
7899095203518;TINIDAZOL/NIT DE MICONAZOL 30MG/20 MG X 45GR CREMA VAGINAL (GINO COLON) GEOLAB;4.55;0.00%;1/8/2024;1000
7599028000015;VAPOR RUP X 50GR (LYA);5.36;0.00%;1/2/2025;1000
7591616001411;VASELINA X 25GR (BIOFARCO);1.85;0.00%;1/1/2027;1000
;GOTAS - AEROSOL;;;;1000
7598484000010;ACETAMINOFEN 100MG/ML X 15ML GOTAS PED (QUIMFAR);1.90;0.00%;1/1/2026;1000
7703712036178;ACETAMINOFEN 100MG/ML X 30ML GOTAS PED (DOLINFAR) COASPHARMA;1.86;0.00%;1/10/2026;1000
7703038060970;ACETAMINOFEN 100MG/ML X 30ML GOTAS PED (LAPROFF);1.76;0.00%;1/2/2026;1000
7592601302100;ACETAMINOFEN/CLORFENIRAMINA 80MG/0.40MG/ML X 15ML GOTAS PED (NOXPIRIN) MEYER;2.97;0.00%;1/7/2024;1000
7592601301776;ACETAMINOFEN/CLORFENIRAMINA 80MG/0.4MG-ML X 15ML GOTAS PED (ASCAFYL) MEYER;3.99;0.00%;1/12/2025;1000
7592601300779;ACIDO FOLICO 10MG/ML X 15ML GOTAS PED (MEYER);5.65;0.00%;1/12/2025;1000
7592601303114;ACIDO FOLICO 10MG/ML X 15ML GOTAS PED (NONAFOL) MEYER;5.49;0.00%;1/11/2025;1000
7596211001156;AGUA MICELAR X 250ML (ZOAH);5.10;0.00%;1/6/2026;1000
7594001100591;AMBROXOL 7.5MG/ML X 30ML GOTAS (MISULVAN) PLUS ANDEX;2.28;0.00%;1/1/2027;1000
7592601100683;AMBROXOL/CLENBUTEROL 7.5MG/5MCG-ML X 15ML GOTAS PED (ARBIXIL) MEYER;4.07;0.00%;1/5/2026;1000
7598677000131;ATROPINA 1% X 5ML GOTAS OFTALMICA (CLEO PHARMA);1.59;0.00%;1/4/2026;1000
7598429001638;BECLOMETASONA 100MCG X 200 DOSIS INHALADOR (CAMBRIDGE);7.01;0.00%;1/7/2024;1000
438101012408;BECLOMETASONA 200MCG/200 DOSIS AEROSOL (MABI&NE);10.97;0.00%;1/9/2024;1000
7598429002178;BECLOMETASONA 250MG X 200 DOSIS INHALADOR (CAMBRIDGE);7.56;0.00%;1/7/2024;1000
7598455000445;BRIMONIDINA 0.2% X 5ML GOTAS OFT (BIODINA) BIOGLASS;3.98;0.00%;1/3/2026;1000
7896112114413;BROMURO DE IPRATROPIO 0.25/ML X 20ML GOTAS (TEUTO);4.28;0.00%;1/11/2025;1000
6939364642264;BROMURO DE IPRATROPIO 20MCG X 200 DOSIS INHALADOR (MABYNE);10.31;0.00%;1/9/2024;1000
7598252101536;BROMURO DE IPRATROPIO 20MCG/200DOSIS AEROSOL (DISTRILAB);13.11;0.00%;1/3/2025;1000
8908010870274;BROMURO DE TIOTROPIO 9MCG/200DOSIS + INHALADOR (KMPLUS);17.39;0.00%;1/12/2024;1000
7598650000189;CREMA PARA MANOS/CODOS Y PIES X 50 ML (ZOAH);3.63;0.00%;1/11/2026;1000
7596211000098;BRUMA FACIAL MIST X 200ML (ZOAH);5.59;0.00%;1/1/2027;1000
7598750000294;BUDESONIDA 0.5MG/2ML X 20 SACHETS SUSP NEBULIZAR (BUDEMED) PHARMAMED;25.34;0.00%;1/1/2026;1000
7598429001607;BUDESONIDA 100MCG X INHALADOR 200 DOSIS (CAMBRIDGE);7.56;0.00%;1/7/2024;1000
7791848245007;BUDESONIDA 1MG/ML X 20ML SUSP PARA NEBULIZAR (NEUMOTEX) ELEA;6.16;0.00%;1/9/2025;1000
8904307701009;BUDESONIDA 200 MG/DOSIS X UNID AEROSOL INHALADOR (BUDEWELL-200) HUMAN BIOSCIENCE;10.07;0.00%;1/2/2026;1000
7598252101529;BUDESONIDA 200MCG/200 DOSIS AEROSOL (DISTRILAB);11.14;0.00%;1/3/2025;1000
730170649210;BUDESONIDA 200MCG/200DOSIS + INHALADOR (KMPLUS);10.31;0.00%;1/5/2026;1000
7598252000457;BUTILBROMURO HIOSCINA 5MG/ML X 20ML GOTAS PED (DISCAPINA) DISTRILAB;3.53;0.00%;1/6/2026;1000
7598455000452;CARBOXIMETILCELULOSA SODICA 1% X 10ML GOTAS OFT (BIOMETHIL) BIOGLASS;3.92;0.00%;1/4/2026;1000
7591243826425;CETILPIRIDINIO-LIDOCAINA 0.50%/0.03% X 30ML SPRAY BUCAL (ISOSPRAY) BIOTECH;6.79;0.00%;1/6/2025;1000
7592601100706;CETIRIZINA 10MG/ML X 10ML GOTAS PED (CETRAL) MEYER;2.30;0.00%;1/1/2026;1000
7592803001825;CETIRIZINA 10MG/ML X 15ML GOTAS PED (TALERC) DOLLDER;2.20;0.00%;1/12/2026;1000
7598455000506;CIPROFLOXACINA 0.3% X 5ML GOTAS OFT (BIOFTAL) BIOGLASS;4.07;0.00%;1/3/2026;1000
7598429002154;CIPROFLOXACINA/DEXAMETASONA 0.3%/0.1% X 5ML GOTAS OFTAL (CAMBRIDGE);2.61;0.00%;1/7/2024;1000
7598455000469;CIPROFLOXACINA/HIDROCORTISONA 0.2%/1% X 5ML GOTAS OTICAS (BIOTIC-HC) BIOGLASS;3.13;0.00%;1/4/2026;1000
7592601100461;CLOTRIMAZOL 1% X 20ML SOL (IMAZOL) MEYER;2.72;0.00%;1/11/2026;1000
7592601100447;CLOTRIMAZOL 1% X 25ML SPRAY (IMAZOL) MEYER;4.84;0.00%;1/1/2027;1000
7592601100539;DEXTROMETORFANO 4MG/ML X 15ML GOTAS PED (TILODRIN) MEYER;3.12;0.00%;1/11/2026;1000
7592803000200;DICLOFENAC POTASICO 15MG/ML X 15ML GOTAS PED (CLOFEN) DOLLDER;2.87;0.00%;1/2/2027;1000
7598455000056;DICLOFENAC SODICO 0.1% X 10ML GOTAS OFT (BIOLFEN) BIOGLASS;4.23;0.00%;1/3/2026;1000
7598455000124;DORZOLAMIDA/TIMOLOL 2%/0.5% X 5ML GOTAS OFT (BIOBET) BIOGLASS;5.50;0.00%;1/3/2026;1000
7598008000861;DORZOLAMIDA/TIMOLOL 2%/0.5% X 5ML GOTAS OFT (LAND);4.18;0.00%;31/12/2025;1000
7791848257024;FLUTICASONA/SALMETEROL 125MCG/25MCG X 120 DOSIS AEROSOL (NEUMOTIDE) ELEA;14.57;0.00%;1/9/2024;1000
7707355054995;IVERMECTINA 0.6% X 5ML SOL ORAL GOTAS (QUANOX) MEYER;8.84;0.00%;1/8/2025;1000
7598750000287;LIDOCAINA 10% X 115ML SPRAY TOPICO (LIDOMED) PHARMAMED;17.11;0.00%;1/2/2026;1000
7841134017808;LOTEPREDNOL/ETABONATO 0.5% X 10ML GOTAS OFT (OCUGARD 5) ETICOS;9.97;0.00%;1/9/2025;1000
7594001100560;METOCLOPRAMIDA 1MG/ML X 30ML GOTAS (CLODOXIN) PLUS ANDEX;2.09;0.00%;1/8/2025;1000
7594000850220;METOCLOPRAMIDA 2.6MG/ML X 30ML GOTAS PED (LANCERAN) BIOQUIMICA;2.54;0.00%;1/7/2026;1000
7592601303916;MOMETASONA 50MCG/DOSIS X 120 DOSIS SPRAY NASAL (MITAR) MEYER;5.05;0.00%;1/4/2026;1000
7598484000232;NAFAZOLINA 0.05% X 15ML GOTAS NASAL PED (FANASAL) QUIMFAR;1.59;0.00%;1/9/2025;1000
7598455000476;NAFAZOLINA 0.12MG/ML X 15ML GOTAS OFT (BIOCLAR) BIOGLASS;1.22;0.00%;1/3/2026;1000
8904180213019;NAFAZOLINA 0.12MG/ML X 15ML GOTAS OFT (JMW);2.68;0.00%;1/10/2024;1000
7598833000340;NAFAZOLINA 0.12MG/ML X 15ML GOTAS OFT (VERMA);2.06;0.00%;1/4/2025;1000
7896523202600;NAFAZOLINA 0.5MG/ML X 30 ML GOTAS NASAL (NARIX) CIMED;1.75;0.00%;1/8/2025;1000
7598429003007;NEPAFENACO 0.1% X 5ML GOTAS OFT (CAMBRIDGE);2.75;0.00%;1/8/2024;1000
7598455000483;OLOPATADINA 0.2% X 5ML GOTAS OFT (BIOPAT) BIOGLASS;4.54;0.00%;1/3/2026;1000
7598429003014;OLOPATADINE 0.1% X 5ML GOTAS OFT (CAMBRIDGE);1.26;0.00%;1/8/2024;1000
CA3031;OXIMETAZOLINA 0.025% X 10ML SPRAY NASAL PED (KMPLUS);2.05;0.00%;1/12/2024;1000
CA3032;OXIMETAZOLINA 0.05% X 10ML SPRAY NASAL ADULT (KMPLUS);2.32;0.00%;1/12/2024;1000
7592782000611;PAPAVERINA 10MG/ML X 30ML GOTAS ORAL (PAPAVERYL) VINCENTI;5.18;0.00%;1/1/2025;1000
7750215074299;PARACETAMOL 100MG/ML X 10ML GOTAS (PORTUGAL);1.69;0.00%;1/4/2025;1000
7598852001472;POLIETILENGLICOL/PROPILENGLICOL 0.4%/0.3% X 10ML (SYSTUNI) UNIPHARMA;8.10;0.00%;1/8/2026;1000
7598455000063;PREDNISOLONA 1% X 5ML GOTAS OFT (BIOPRED) BIOGLASS;2.73;0.00%;1/3/2026;1000
7598852001465;PREDNISOLONA 1% X 5ML GOTAS OFT (PREDNISUNI) UNIPHARMA;4.81;0.00%;1/12/2025;1000
7598252000778;PREDNISOLONA ACETATO 1% X 5ML GOTAS OFT (DISTRILAB);5.06;0.00%;1/12/2024;1000
7597134000073;PROPOLEOS X 30ML SOL GOTAS (LA ABEJITA);2.74;0.00%;1/5/2025;1000
7707274721206;SALBUTAMOL 100MCG X 200 DOSIS INHALADOR (SACRUSYT) FAES FARMA;4.41;0.00%;1/12/2025;1000
7598852001595;SALBUTAMOL/BECLOMETASONA 100MCG/50MCG X 200 DOSIS INHALADOR (BECLUNI) UNIPHARMA;6.72;0.00%;1/11/2025;1000
7598429001713;SALBUTAMOL/BECLOMETASONA 100MCG/50MCG X 200 DOSIS INHALADOR (CAMBRIDGE);7.56;0.00%;1/7/2024;1000
7598429001676;SALMETEROL/FLUTICASONA 25MCG/125MCG X 120 DOSIS INHALADOR (CAMBRIDGE);8.44;0.00%;1/7/2024;1000
7598429001683;SALMETEROL/FLUTICASONA 25MCG/250MCG X 120 DOSIS INHALADOR (CAMBRIDGE);9.07;0.00%;1/7/2024;1000
7591616001114;SOLUCION FISIOLOGICA 0.9% X 30ML NASAL (BIOFARCO);3.37;0.00%;1/5/2026;1000
7592601301813;TERBINAFINA 1% X 30ML SPRAY (PERTEN) MEYER;8.21;0.00%;1/10/2025;1000
7598455000520;TIMOLOL 0.5% X 10ML GOTAS OFT (BIOTILOL) BIOGLASS;1.87;0.00%;1/3/2026;1000
7597533001626;TIMOLOL 0.5% X 10ML GOTAS OFT (ZAKI);0.69;0.00%;1/5/2024;1000
8062051250884;TIMOLOL 0.5% X 5ML GOTAS OFT (UNIPHARMA);2.05;0.00%;1/3/2025;1000
7796285255022;TOBRAMICINA 0.3% X 5ML GOTAS (FOTEX) ELEA;3.56;0.00%;1/9/2025;1000
7598429002161;TOBRAMICINA 3MG/ML X 5ML GOTAS OFT (CAMBRIDGE);2.64;0.00%;1/6/2024;1000
5062045250821;TOBRAMICINA/DEXAMETASONA 0.1%/0.3% X 5ML GOTAS OFT (FUGEN LONDON);3.03;0.00%;1/3/2025;1000
8906112611399;TOBRAMICINA/DEXAMETASONA 0.3%-0.1% X 5ML GOTAS OFT (TOBRAPRADEX) ADN;1.59;0.00%;1/4/2025;1000
7598455000490;TOBRAMICINA/DEXAMETASONA 0.3%/0.1% X 5ML GOTAS OFT (BIODEX) BIOGLASS;2.47;0.00%;1/3/2026;1000
7598008000946;TOBRAMICINA/DEXAMETASONA 0.3%/0.1% X 5ML GOTAS OFT (LAND);2.75;0.00%;1/11/2024;1000
7598833000357;TOBRAMICINA/DEXAMETASONA 0.3%/0.1% X 5ML GOTAS OFT (VERMACLEAR) VERMA;2.48;0.00%;1/4/2025;1000
7591616001282;VIOLETA DE GENCIANA 1% X 30ML SOL (BIOFARCO);1.51;0.00%;1/7/2026;1000
7594000850282;VITAMINA C 100MG/ML X 30ML GOTAS PED (BIOQUIMICA);3.42;0.00%;1/12/2025;1000
7467922680438;XILOMETAZOLINA 1.0MG X 15ML SPRAY NASAL (RHYNO-FAR) FARQUI;5.01;0.00%;1/5/2024;1000
6942189530173;ACETAMINOFEN 100MG X 10 SUPOSITORIO (KMPLUS);1.33;0.00%;1/12/2024;1000
7591243817607;ACIDO ACETICO 250MG X 135ML (FEM DUCHA VAGINAL) BIOTECH;3.44;0.00%;1/8/2026;1000
7599028000787;ACIDO BORICO 400MG X 10 CAPS VAGINALES (LYA);3.16;0.00%;1/4/2026;1000
8906009231020;ANOMEX ANTI-HEMORROIDAL X 10 SUPOSITORIOS (TIARES);5.96;0.00%;1/8/2025;1000
7591243820355;BENZIDAMINIA 0.1% X 135ML SOL USO VAGINAL (GINACOL) BIOTECH;3.44;0.00%;1/3/2027;1000
7467922680759;CLINDAMICINA 100MG X 7 OVULOS (CLIOFAR) FARQUI;8.58;0.00%;1/3/2026;1000
8906081306876;CLINDAMICINA/CLOTRIMAZOL 100MG/200MG X 3 OVULOS (CLINFAST) TIARES;5.28;0.00%;1/8/2026;1000
8904187881303;CLINDAMICINA/KETOCONAZOL 100MG/400MG X 5 OVU (TIARES);6.33;0.00%;1/6/2026;1000
7592601100478;CLOTRIMAZOL 100MG X 6 TAB VAGINAL (IMAZOL) MEYER;3.48;0.00%;1/11/2028;1000
8904187830677;CLOTRIMAZOL 500MG X 1 OVULO+APLICADOR (TIARES);1.38;0.00%;1/9/2025;1000
18906051722719;DICLOFENAC SODICO 50MG X 10 SUPOSITORIO (LONAC-50) TIARES;2.74;0.00%;1/11/2025;1000
8904271594652;ENEMAX PEDIATRICO X 66.6ML (FOSFATO ENEMA BP 16%) FAHD;4.12;0.00%;1/10/2024;1000
7796285051501;METRO/MICO/NEO/CENTELLA/POLIMIXINA X 6 OVU (OVUMIX) ELEA;7.65;0.00%;1/11/2026;1000
7703153004361;METRONIDAZOL 500MG X 10 OVULOS (COLMED);2.08;0.00%;1/5/2025;1000
8904187866065;METRONIDAZOL/MICONAZOL 750MG/200MG X 6 OVULOS (TIARES);3.85;0.00%;1/7/2025;1000
8906009238555;METRONIDAZOL/MICONAZOL/LIDOCAINA 750/200/100 MG X 7 OVULOS (TRIMIC FORTE L) TIARES;6.05;0.00%;1/9/2026;1000
7591616001466;ACIDO BORICO X POLVO 20G (BIOFARCO);1.17;0.00%;2/2/2027;1000
7591616001480;ALUMBRE X 20GR POLVO SOBRE (BIOFARCO);1.03;0.00%;1/3/2027;1000
7759050000081;ANTIGRIPAL 5GR X 60 SOBRES DIA (COMTREX) PORTUGAL;18.48;0.00%;1/8/2024;1000
7598852001373;ANTIGRIPAL DIA X 6 SOBRES 10GR (UNIGRIP FORTE) UNIPHARMA;5.50;0.00%;1/7/2025;1000
7598833000333;ANTIGRIPAL DIA-NOCHE X 6 SOBRES 10GR (VERMA);4.06;0.00%;1/4/2025;1000
8906130231302;ANTIGRIPAL DIA-NOHCE 650MG-2MG/650MG-4MG X 10SOBRES/10SOBRES (BRIXFLU) BRIXMEDIC;13.61;0.00%;1/7/2025;1000
7750215029633;ANTIGRIPAL DIA/NOHCE X 6 SOBRES (COMTREX) PORTUGAL;4.39;0.00%;1/9/2024;1000
7591616001510;AZUFRE EN POLVO X 20GM POLVO SOBRE (BIOFARCO);0.96;0.00%;1/3/2026;1000
7598455000544;BACILLUS CLAUSII 2BILL X 10 SOBRES (BIOGLASS);6.60;0.00%;1/4/2025;1000
7598252000679;BACILLUS CLAUSII 2BILLONES X 15 SOBRES (DISBOTIC) DISTRILAB;11.41;0.00%;1/7/2025;1000
7592601110590;CLOTRIMAZOL 1% X 20GR POLVO (IMAZOL) MEYER;2.58;0.00%;1/10/2025;1000
7598252000587;DESLORATADINA/MONTELUKAST 1.25MG/4MG X 20 SOBRES PED (DINAMONT) DISTRILAB;6.57;0.00%;1/4/2026;1000
8427030003153;ENSURE LATA X 400GR VAINILLA (ABBOTT);24.31;0.00%;1/6/2025;1000
7503024496055;FORMULA PARA LACTANTES DE 0-6 MESES X 400GR ANLAC (RENY PICOT);8.36;0.00%;1/9/2024;1000
7598008001790;IBUPROFENO 600MG X 10 SOBRES EFERVECENTE (LAND);5.94;0.00%;1/11/2024;1000
7612797273838;INDACATEROL 150MCG X 30 CAP + INHALADOR POLVO INHALADOR (ONBRIZE BREEZHALER) NOVARTIS;42.63;0.00%;1/8/2024;1000
8800543001685;KETOPROFENO 30MG X 8 PARCHES (KEFENTECH) PHARMAMED;11.48;0.00%;1/6/2026;1000
8904278689627;PARACETAMOL 500MG ANTIGRIPAL X 10 SOBRES (WEST COAST);4.69;0.00%;1/8/2025;1000
7592601303138;POLIETIGLINCOL 3350 X 100GR TARRO POLVO (PASOLAX) MEYER;3.19;0.00%;1/2/2026;1000
7598578000278;POLIETILENGLICOL 3350 X 120GR POLVO (DAC-LAX) DAC55;3.14;0.00%;1/5/2026;1000
7598252101833;POLIETILENGLICOL Y ELECTROLITOS (DISCOLAYTE) X 6.97G SOBRE (DISTRILAB);2.17;0.00%;1/6/2025;1000
7598252000709;SACCHAROMYCES BOULARDII 5BILLONES X 15 SOBRES (DIISFLOR) DISTRILAB;11.77;0.00%;1/7/2025;1000
7598750000393;SAL DE FRUTAS X 10 SOBRES (ENO-MED) PHARMAMED;8.36;0.00%;1/4/2026;1000
7597533000339;SALES DE REHIDRATACION 20.5GR X 10 SOBRE SABOR FRUTAS (ZAKI);3.08;0.00%;1/12/2025;1000
7703712035492;SALES DE REHIDRATACION 20.5GR X 30 SOBRES (COASPHARMA);14.85;0.00%;1/1/2026;1000
8904180212906;SILDENAFIL 100MG/5ML X 7 SOBRES GEL ORAL SABORES (JMW);4.81;0.00%;1/7/2025;1000
7599028000770;TALCO BABY X 50GR (LYA);4.28;0.00%;1/6/2024;1000
7597134000851;ACEITE DE AGUACATE X 120ML (LA ABEJITA);4.22;0.00%;1/9/2025;1000
7599028000848;ACEITE DE ALMENDRAS X 30 ML (LYA);2.89;0.00%;1/6/2026;1000
7591616000056;ACEITE DE COCO X 30ML (BIOFARCO);2.54;0.00%;1/8/2026;1000
7597134000103;ACEITE DE RICINO X 120ML JAB (LA ABEJITA);5.82;0.00%;1/2/2026;1000
7591616000131;ACEITE DE RICINO X 30ML (BIOFARCO);2.45;0.00%;1/3/2027;1000
7594001101024;ACETAMINOFEN 120MG/5ML SUSP PED X 120ML (ANANTY) PLUS ANDEX;2.28;0.00%;1/2/2026;1000
7594000850855;ACETAMINOFEN 120MG/5ML X 100ML SOL PED (BIOQUIMICA);2.54;0.00%;1/12/2026;1000
7598484000027;ACETAMINOFEN 120MG/5ML X 120ML JAB PED (QUIMFAR);2.46;0.00%;1/1/2027;1000
7598008000014;ACETAMINOFEN 120MG/5ML X 120ML SUSP PED (LAND);1.44;0.00%;1/8/2025;1000
6942189530159;ACETAMINOFEN 125MG/5ML X 60ML PED (KMPLUS);1.62;0.00%;1/12/2024;1000
7703712035454;ACETAMINOFEN 150MG/5ML X 90ML JAB PED (COASPHARMA);2.23;0.00%;1/6/2025;1000
7594001101581;ACETAMINOFEN 160MG/5ML SUSP X 120ML (ANANTY FORTE) PLUS ANDEX;2.45;0.00%;1/9/2025;1000
7594001101673;ACETAMINOFEN 160MG/5ML SUSP X 60ML (ANANTY FORTE) PLUS ANDEX;1.53;0.00%;1/10/2025;1000
6942189530180;ACETAMINOFEN 160MG/5ML X 100ML SUSP PED (KMPLUS);1.76;0.00%;1/4/2025;1000
7598008002100;ACETAMINOFEN 180MG/5ML X 120ML JAB PED SABOR NARANJA (LAND);1.85;0.00%;1/4/2026;1000
7598455000537;ACETAMINOFEN 180MG/5ML X 120ML SOL PED (BIOGLASS);1.86;0.00%;1/4/2026;1000
7594000850824;ACETAMINOFEN 180MG/5ML X 120ML SOL PED (BIOQUIMICA);3.05;0.00%;1/11/2026;1000
7598176001028;ACETAMINOFEN 180MG/5ML X 120ML SOL PED (TINATOR) ANGELUS;1.71;0.00%;1/6/2026;1000
7591616002142;ACETAMINOFEN 180MG/5ML X 120ML SUSP PED (ACETAFEN FORTE) BIOFARCO;2.38;0.00%;1/4/2025;1000
6942189530197;ACETAMINOFEN 250MG/5ML X 100ML SUSP PED (KMPLUS);2.08;0.00%;1/4/2025;1000
